Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
"carry (i.e., hold a certain number of people)",V445,2b,(e) Non-Passivizable,A heavy fine was carried by the crime.,The crime carried a heavy fine.,-38.01472473144531,-46.87555694580078,8.860832214355469
be,V459,1b,(e) Non-Passivizable,A mother was been by Marge.,Marge was a mother.,-28.097965240478516,-50.15824890136719,22.060283660888672
weigh,V441,1a,(e) Non-Passivizable,A tonne was weighed by the horse.,The horse weighed a tonne.,-28.97777557373047,-37.28605651855469,8.308280944824219
weigh,V441,1b,(e) Non-Passivizable,A tonne was weighed by the horse.,The horse weighed a tonne.,-28.97777557373047,-37.28605651855469,8.308280944824219
"take (i.e., carry on for a certiain length of time)",V444,1a,(e) Non-Passivizable,An afternoon was taken by the lesson.,The lesson took an afternoon.,-31.43594741821289,-42.94878005981445,11.512832641601562
"take (i.e., carry on for a certiain length of time)",V444,1b,(e) Non-Passivizable,An afternoon was taken by the lesson.,The lesson took an afternoon.,-31.43594741821289,-42.94878005981445,11.512832641601562
last,V443,1a,(e) Non-Passivizable,An hour was lasted by the film.,The film lasted an hour.,-23.67513656616211,-40.69688034057617,17.021743774414062
last,V443,1b,(e) Non-Passivizable,An hour was lasted by the film.,The film lasted an hour.,-23.67513656616211,-40.69688034057617,17.021743774414062
"take (i.e., carry on for a certiain length of time)",V444,2a,(e) Non-Passivizable,An hour was taken by the meal.,The meal took an hour.,-23.78624725341797,-34.84954071044922,11.06329345703125
"take (i.e., carry on for a certiain length of time)",V444,2b,(e) Non-Passivizable,An hour was taken by the meal.,The meal took an hour.,-23.78624725341797,-34.84954071044922,11.06329345703125
spew,V470,2a,(e) Non-Passivizable,Ash was spewed by the volcano.,The volcano spewed ash.,-28.848234176635742,-37.98219680786133,9.133962631225586
spew,V470,2b,(e) Non-Passivizable,Ash was spewed by the volcano.,The volcano spewed ash.,-28.848234176635742,-37.98219680786133,9.133962631225586
gush,V465,1a,(e) Non-Passivizable,Blood was gushed by the wound.,The wound gushed blood.,-32.304725646972656,-35.666343688964844,3.3616180419921875
gush,V465,1b,(e) Non-Passivizable,Blood was gushed by the wound.,The wound gushed blood.,-32.304725646972656,-35.666343688964844,3.3616180419921875
stream,V474,1a,(e) Non-Passivizable,Blood was streamed by the cut.,The cut streamed blood.,-42.56239700317383,-36.69926071166992,-5.863136291503906
stream,V474,1b,(e) Non-Passivizable,Blood was streamed by the cut.,The cut streamed blood.,-42.56239700317383,-36.69926071166992,-5.863136291503906
sweat,V475,2a,(e) Non-Passivizable,Blood was sweated by the workman.,The workman sweated blood.,-42.220767974853516,-40.866607666015625,-1.3541603088378906
sweat,V475,2b,(e) Non-Passivizable,Blood was sweated by the workman.,The workman sweated blood.,-42.220767974853516,-40.866607666015625,-1.3541603088378906
abandon,V286,2b,(a) Agent-Patient,Wendy was abandonned by Bob.,Bob abandonned Wendy.,-39.98088836669922,-51.50700378417969,11.526115417480469
accept,V401,2b,(d) Other Passivizable,The present was accepted by Bob.,Bob accepted the present.,-26.119853973388672,-38.53001403808594,12.410160064697266
accompany,V296,2b,(a) Agent-Patient,Wendy was accompanied by Bob.,Bob accompanied Wendy.,-25.188772201538086,-34.82474899291992,9.635976791381836
admire,V346,2b,(c) Experiencer-Theme,Wendy was admired by Bob.,Bob admired Wendy.,-28.688833236694336,-36.5897216796875,7.900888442993164
adore,V347,2a,(c) Experiencer-Theme,Wendy was adored by Bob.,Bob adored Wendy.,-31.466754913330078,-38.495121002197266,7.0283660888671875
advise,V268,2b,(a) Agent-Patient,Wendy was advised by Bob.,Bob advised Wendy.,-25.55371856689453,-34.17838668823242,8.62466812133789
aggravate,V302,2a,(b) Theme-Experiencer,Wendy was aggravated by Bob.,Bob aggravated Wendy.,-32.31582260131836,-46.02912902832031,13.713306427001953
agree with,V247,2a,(a) Agent-Patient,Wendy was agreed with by Bob.,Bob agreed with Wendy.,-24.963306427001953,-47.74569320678711,22.782386779785156
alter,V080,2b,(a) Agent-Patient,The plan was altered by Bob.,Bob altered the plan.,-22.14608383178711,-35.93376159667969,13.787677764892578
amaze,V303,2b,(b) Theme-Experiencer,Wendy was amazed by Bob.,Bob amazed Wendy.,-28.03669548034668,-36.523075103759766,8.486379623413086
amuse,V304,2a,(b) Theme-Experiencer,Wendy was amused by Bob.,Bob amused Wendy.,-29.925111770629883,-37.321041107177734,7.395929336547852
anger,V305,2b,(b) Theme-Experiencer,Wendy was angered by Bob.,Bob angered Wendy.,-26.568714141845703,-37.98351287841797,11.414798736572266
announce,V103,2a,(a) Agent-Patient,The date was announced by Bob.,Bob announced the date.,-21.44564437866211,-32.158321380615234,10.712677001953125
annoy,V306,2a,(b) Theme-Experiencer,Wendy was annoyed by Bob.,Bob annoyed Wendy.,-28.047212600708008,-35.78862762451172,7.741415023803711
appluad,V220,2a,(a) Agent-Patient,Wendy was appluaded by Bob.,Bob appluaded Wendy.,-58.3433723449707,-60.56343078613281,2.2200584411621094
appreciate,V370,2b,(c) Experiencer-Theme,Wendy was appreciated by Bob.,Bob appreciated Wendy.,-30.86319923400879,-36.17991638183594,5.316717147827148
argue with,V248,2b,(a) Agent-Patient,Wendy was argued with by Bob.,Bob argued with Wendy.,-28.06051254272461,-46.894935607910156,18.834423065185547
arrange,V001,2b,(a) Agent-Patient,The display was arranged by Bob.,Bob arranged the display.,-26.79393196105957,-32.63595199584961,5.842020034790039
ask,V088,2b,(a) Agent-Patient,The question was asked by Bob.,Bob asked the question.,-18.99663543701172,-27.909366607666016,8.912731170654297
assassinate,V228,2a,(a) Agent-Patient,Wendy was assassinated by Bob.,Bob assassinated Wendy.,-27.164684295654297,-36.08060073852539,8.915916442871094
assert,V412,2b,(d) Other Passivizable,The argument was asserted by Bob.,Bob asserted the argument.,-26.031578063964844,-39.162132263183594,13.13055419921875
astonish,V307,2b,(b) Theme-Experiencer,Wendy was astonished by Bob.,Bob astonished Wendy.,-27.015064239501953,-37.55973815917969,10.544673919677734
eat,V156,2b,(a) Agent-Patient,Wendy was eaten by Bob.,Bob ate Wendy.,-25.05527687072754,-35.956214904785156,10.900938034057617
avoid,V223,2b,(a) Agent-Patient,Wendy was avoided by Bob.,Bob avoided Wendy.,-28.866361618041992,-41.24114990234375,12.374788284301758
bake,V137,2b,(a) Agent-Patient,The bread was baked by Bob.,Bob baked the bread.,-21.212539672851562,-33.593910217285156,12.381370544433594
banish,V229,2a,(a) Agent-Patient,Wendy was banished by Bob.,Bob banished Wendy.,-32.85577392578125,-38.62577819824219,5.7700042724609375
bark,V093,2a,(a) Agent-Patient,The reply was barked by Bob.,Bob barked the reply.,-28.88412094116211,-43.95429229736328,15.070171356201172
beat,V077,2a,(a) Agent-Patient,The batter was beaten by Bob.,Bob beat the batter.,-27.263179779052734,-39.7541389465332,12.490959167480469
begin,V147,2a,(a) Agent-Patient,The story was begun by Bob.,Bob began the story.,-19.477954864501953,-34.07646942138672,14.598514556884766
believe,V371,2b,(c) Experiencer-Theme,Wendy was believed by Bob.,Bob believed Wendy.,-28.927734375,-43.36616134643555,14.438426971435547
bend,V135,2a,(a) Agent-Patient,The branch was bent by Bob.,Bob bent the branch.,-29.308805465698242,-40.74506759643555,11.436262130737305
bite,V198,2b,(a) Agent-Patient,Wendy was bitten by Bob.,Bob bit Wendy.,-29.601367950439453,-33.16722106933594,3.5658531188964844
block,V043,2a,(a) Agent-Patient,The pipe was blocked by Bob.,Bob blocked the pipe.,-25.01837730407715,-36.46278381347656,11.444406509399414
boil,V138,2a,(a) Agent-Patient,The water was boiled by Bob.,Bob boiled the water.,-20.83736801147461,-36.48194122314453,15.644573211669922
borrow,V035,2b,(a) Agent-Patient,The game was borrowed by Bob.,Bob borrowed the game.,-23.810100555419922,-36.22447967529297,12.414379119873047
bother,V308,2b,(b) Theme-Experiencer,Wendy was bothered by Bob.,Bob bothered Wendy.,-30.463642120361328,-37.20231628417969,6.738674163818359
buy,V033,2b,(a) Agent-Patient,The book was bought by Bob.,Bob bought the book.,-18.98316192626953,-32.03653335571289,13.05337142944336
bounce,V028,2b,(a) Agent-Patient,The football was bounced by Bob.,Bob bounced the football.,-29.51774024963379,-45.59136962890625,16.07362937927246
break,V125,2b,(a) Agent-Patient,The plate was broken by Bob.,Bob broke the plate.,-20.688316345214844,-35.268280029296875,14.579963684082031
bring,V029,2a,(a) Agent-Patient,The food was brought by Bob.,Bob brought the food.,-21.736087799072266,-35.0848388671875,13.348751068115234
build,V068,2a,(a) Agent-Patient,The castle was built by Bob.,Bob built the castle.,-21.952451705932617,-31.0733642578125,9.120912551879883
burn,V143,2b,(a) Agent-Patient,The toast was burnt by Bob.,Bob burnt the toast.,-26.776165008544922,-38.689109802246094,11.912944793701172
butter,V015,2a,(a) Agent-Patient,The toast was buttered by Bob.,Bob buttered the toast.,-33.90568161010742,-41.9831428527832,8.077461242675781
button,V049,2a,(a) Agent-Patient,The coat was buttoned by Bob.,Bob buttoned the coat.,-29.863033294677734,-39.66629409790039,9.803260803222656
call,V262,2b,(a) Agent-Patient,Wendy was called by Bob.,Bob called Wendy.,-23.810096740722656,-36.439979553222656,12.6298828125
calm,V309,2a,(b) Theme-Experiencer,Wendy was calmed by Bob.,Bob calmed Wendy.,-31.200756072998047,-39.87431335449219,8.67355728149414
capture,V154,2a,(a) Agent-Patient,Wendy was captured by Bob.,Bob captured Wendy.,-28.852754592895508,-35.55431365966797,6.701559066772461
carry,V179,2a,(a) Agent-Patient,Wendy was carried by Bob.,Bob carried Wendy.,-27.867839813232422,-38.820960998535156,10.953121185302734
carve,V045,2a,(a) Agent-Patient,The wood was carved by Bob.,Bob carved the wood.,-26.146991729736328,-35.69024658203125,9.543254852294922
catch,V184,2a,(a) Agent-Patient,Wendy was caught by Bob.,Bob caught Wendy.,-25.08527374267578,-35.851558685302734,10.766284942626953
chant,V081,2a,(a) Agent-Patient,The prayer was chanted by Bob.,Bob chanted the prayer.,-26.30963134765625,-38.46342086791992,12.153789520263672
chase,V289,2a,(a) Agent-Patient,Wendy was chased by Bob.,Bob chased Wendy.,-26.101755142211914,-34.562286376953125,8.460531234741211
chat to,V265,2b,(a) Agent-Patient,Wendy was chatted to by Bob.,Bob chatted to Wendy.,-25.132734298706055,-45.26332092285156,20.130586624145508
cheer up,V310,2b,(b) Theme-Experiencer,Wendy was cheered up by Bob.,Bob cheered up Wendy.,-29.798465728759766,-39.67638397216797,9.877918243408203
chew,V109,2a,(a) Agent-Patient,The gum was chewed by Bob.,Bob chewed the gum.,-23.407543182373047,-37.450958251953125,14.043415069580078
chip,V126,2a,(a) Agent-Patient,The bowl was chipped by Bob.,Bob chipped the bowl.,-28.720985412597656,-40.820167541503906,12.09918212890625
chop,V046,2b,(a) Agent-Patient,The onion was chopped by Bob.,Bob chopped the onion.,-22.153879165649414,-33.82331466674805,11.669435501098633
choose,V185,2b,(a) Agent-Patient,Wendy was chosen by Bob.,Bob chose Wendy.,-26.058887481689453,-34.944602966308594,8.88571548461914
claw,V199,2a,(a) Agent-Patient,Wendy was clawed by Bob.,Bob clawed Wendy.,-34.16886520385742,-41.8839225769043,7.715057373046875
clean,V173,2a,(a) Agent-Patient,Wendy was cleaned by Bob.,Bob cleaned Wendy.,-30.6674747467041,-38.02217102050781,7.354696273803711
clear,V020,2b,(a) Agent-Patient,The room was cleared by Bob.,Bob cleared the room.,-16.436756134033203,-29.662179946899414,13.225423812866211
coil,V011,2b,(a) Agent-Patient,The leash was coiled by Bob.,Bob coiled the leash.,-36.58475875854492,-37.772377014160156,1.1876182556152344
comfort,V311,2b,(b) Theme-Experiencer,Wendy was comforted by Bob.,Bob comforted Wendy.,-25.08342933654785,-37.04076385498047,11.957334518432617
commence,V148,2b,(a) Agent-Patient,The argument was commenced by Bob.,Bob commenced the argument.,-25.12263298034668,-39.018550872802734,13.895917892456055
complete,V153,2b,(a) Agent-Patient,The race was completed by Bob.,Bob completed the race.,-22.995952606201172,-35.59929275512695,12.603340148925781
compliment,V233,2b,(a) Agent-Patient,Wendy was complimented by Bob.,Bob complimented Wendy.,-27.381927490234375,-36.785823822021484,9.40389633178711
compose,V073,2a,(a) Agent-Patient,The song was composed by Bob.,Bob composed the song.,-22.298599243164062,-28.60555648803711,6.306957244873047
confirm,V413,2a,(d) Other Passivizable,The allegation was confirmed by Bob.,Bob confirmed the allegation.,-22.830154418945312,-33.89097595214844,11.060821533203125
congratulate,V234,2a,(a) Agent-Patient,Wendy was congratulated by Bob.,Bob congratulated Wendy.,-26.10262680053711,-35.5455436706543,9.442916870117188
consume,V118,2a,(a) Agent-Patient,The snack was consumed by Bob.,Bob consumed the snack.,-26.61656379699707,-35.47355651855469,8.856992721557617
continue,V149,2a,(a) Agent-Patient,The conversation was continued by Bob.,Bob continued the conversation.,-20.849285125732422,-31.849773406982422,11.00048828125
converse with,V266,2a,(a) Agent-Patient,Wendy was conversed with by Bob.,Bob conversed with Wendy.,-29.531564712524414,-48.892093658447266,19.36052894592285
cook,V139,2b,(a) Agent-Patient,The pizza was cooked by Bob.,Bob cooked the pizza.,-22.675106048583984,-30.941837310791016,8.266731262207031
cooperate with,V249,2a,(a) Agent-Patient,Wendy was cooperated with by Bob.,Bob cooperated with Wendy.,-28.09650230407715,-45.65167236328125,17.5551700592041
copy,V212,2b,(a) Agent-Patient,Wendy was copied by Bob.,Bob copied Wendy.,-32.0181999206543,-36.227569580078125,4.209369659423828
court,V253,2a,(a) Agent-Patient,Wendy was courted by Bob.,Bob courted Wendy.,-27.428756713867188,-35.881141662597656,8.452384948730469
cover,V168,2a,(a) Agent-Patient,Wendy was covered by Bob.,Bob covered Wendy.,-26.338176727294922,-35.87531280517578,9.53713607788086
crack,V127,2b,(a) Agent-Patient,The mirror was cracked by Bob.,Bob cracked the mirror.,-27.872678756713867,-35.711082458496094,7.838403701782227
crease,V134,2b,(a) Agent-Patient,The T-shirt was creased by Bob.,Bob creased the T-shirt.,-33.50686264038086,-46.219688415527344,12.712825775146484
create,V410,2b,(d) Other Passivizable,The theory was created by Bob.,Bob created the theory.,-22.418262481689453,-30.1765079498291,7.758245468139648
criticize,V241,2b,(a) Agent-Patient,Wendy was criticized by Bob.,Bob criticized Wendy.,-28.341075897216797,-38.781761169433594,10.440685272216797
crush,V157,2a,(a) Agent-Patient,Wendy was crushed by Bob.,Bob crushed Wendy.,-27.316286087036133,-37.24980926513672,9.933523178100586
cuddle,V254,2b,(a) Agent-Patient,Wendy was cuddled by Bob.,Bob cuddled Wendy.,-37.71604919433594,-42.132041931152344,4.415992736816406
cut,V210,2b,(a) Agent-Patient,Wendy was cut by Bob.,Bob cut Wendy.,-27.282167434692383,-36.175479888916016,8.893312454223633
dangle,V004,2a,(a) Agent-Patient,The string was dangled by Bob.,Bob dangled the string.,-27.735822677612305,-43.02927780151367,15.293455123901367
date,V255,2a,(a) Agent-Patient,Wendy was dated by Bob.,Bob dated Wendy.,-25.513395309448242,-39.40627670288086,13.892881393432617
dazzle,V312,2a,(b) Theme-Experiencer,Wendy was dazzled by Bob.,Bob dazzled Wendy.,-32.18291091918945,-41.36017608642578,9.177265167236328
decorate,V067,2b,(a) Agent-Patient,The hall was decorated by Bob.,Bob decorated the hall.,-26.90253448486328,-33.26524353027344,6.362709045410156
delete,V019,2a,(a) Agent-Patient,The file was deleted by Bob.,Bob deleted the file.,-24.29730796813965,-30.74527931213379,6.447971343994141
demolish,V120,2b,(a) Agent-Patient,The stadium was demolished by Bob.,Bob demolished the stadium.,-22.91977310180664,-36.431053161621094,13.511280059814453
demonstrate,V414,2b,(d) Other Passivizable,The reasoning was demonstrated by Bob.,Bob demonstrated the reasoning.,-27.630550384521484,-34.1475715637207,6.517021179199219
depress,V313,2b,(b) Theme-Experiencer,Wendy was depressed by Bob.,Bob depressed Wendy.,-31.370651245117188,-39.88753890991211,8.516887664794922
desert,V287,2a,(a) Agent-Patient,Wendy was deserted by Bob.,Bob deserted Wendy.,-28.207881927490234,-38.09100341796875,9.883121490478516
design,V074,2b,(a) Agent-Patient,The cover was designed by Bob.,Bob designed the cover.,-20.472965240478516,-31.528594970703125,11.05562973022461
despise,V383,2b,(c) Experiencer-Theme,Wendy was despised by Bob.,Bob despised Wendy.,-29.70384407043457,-37.558143615722656,7.854299545288086
destroy,V121,2a,(a) Agent-Patient,The city was destroyed by Bob.,Bob destroyed the city.,-19.3848934173584,-38.202152252197266,18.817258834838867
detect,V394,2a,(c) Experiencer-Theme,The sound was detected by Bob.,Bob detected the sound.,-24.290058135986328,-33.99976348876953,9.709705352783203
detest,V384,2a,(c) Experiencer-Theme,Wendy was detested by Bob.,Bob detested Wendy.,-32.74153518676758,-41.67863464355469,8.93709945678711
devour,V119,2b,(a) Agent-Patient,The starter was devoured by Bob.,Bob devoured the starter.,-28.57082176208496,-41.162681579589844,12.591859817504883
direct,V082,2b,(a) Agent-Patient,The video was directed by Bob.,Bob directed the video.,-21.753414154052734,-27.358959197998047,5.6055450439453125
disagree with,V250,2b,(a) Agent-Patient,Wendy was disagreed with by Bob.,Bob disagreed with Wendy.,-26.401105880737305,-44.29122543334961,17.890119552612305
discover,V354,2b,(c) Experiencer-Theme,Wendy was discovered by Bob.,Bob discovered Wendy.,-29.042516708374023,-34.97364807128906,5.931131362915039
disgust,V314,2b,(b) Theme-Experiencer,Wendy was disgusted by Bob.,Bob disgusted Wendy.,-26.709022521972656,-36.818504333496094,10.109481811523438
dislike,V385,2b,(c) Experiencer-Theme,Wendy was disliked by Bob.,Bob disliked Wendy.,-29.565587997436523,-39.09956359863281,9.533975601196289
dispatch,V275,2b,(a) Agent-Patient,Wendy was dispatched by Bob.,Bob dispatched Wendy.,-31.102886199951172,-38.06911849975586,6.9662322998046875
distract,V315,2a,(b) Theme-Experiencer,Wendy was distracted by Bob.,Bob distracted Wendy.,-29.712841033935547,-36.830780029296875,7.117938995361328
distrust,V386,2a,(c) Experiencer-Theme,Wendy was distrusted by Bob.,Bob distrusted Wendy.,-32.62782669067383,-41.553680419921875,8.925853729248047
disturb,V316,2b,(b) Theme-Experiencer,Wendy was disturbed by Bob.,Bob disturbed Wendy.,-27.071022033691406,-36.001739501953125,8.930717468261719
divide,V056,2b,(a) Agent-Patient,The pudding was divided by Bob.,Bob divided the pudding.,-31.268905639648438,-38.85045623779297,7.581550598144531
divorce,V232,2a,(a) Agent-Patient,Wendy was divorced by Bob.,Bob divorced Wendy.,-27.995344161987305,-37.40834426879883,9.413000106811523
dodge,V224,2a,(a) Agent-Patient,Wendy was dodged by Bob.,Bob dodged Wendy.,-30.69352912902832,-39.03743362426758,8.343904495239258
drag,V180,2b,(a) Agent-Patient,Wendy was dragged by Bob.,Bob dragged Wendy.,-30.460689544677734,-39.76460647583008,9.303916931152344
drink,V108,2a,(a) Agent-Patient,The tea was drunk by Bob.,Bob drank the tea.,-20.79837417602539,-33.79204559326172,12.993671417236328
dread,V387,2b,(c) Experiencer-Theme,Wendy was dreaded by Bob.,Bob dreaded Wendy.,-28.471294403076172,-41.32829284667969,12.856998443603516
dress,V273,2a,(a) Agent-Patient,Wendy was dressed by Bob.,Bob dressed Wendy.,-27.863990783691406,-37.13636779785156,9.272377014160156
draw,V063,2b,(a) Agent-Patient,The cat was drawn by Bob.,Bob drew the cat.,-22.165325164794922,-32.93511199951172,10.769786834716797
drop,V158,2a,(a) Agent-Patient,Wendy was dropped by Bob.,Bob dropped Wendy.,-27.102231979370117,-37.48566436767578,10.383432388305664
drive,V030,2b,(a) Agent-Patient,The car was driven by Bob.,Bob drove the car.,-18.379253387451172,-25.612865447998047,7.233612060546875
drown,V281,2b,(a) Agent-Patient,Wendy was drowned by Bob.,Bob drowned Wendy.,-30.25398826599121,-41.94194030761719,11.687952041625977
dump,V005,2b,(a) Agent-Patient,The waste was dumped by Bob.,Bob dumped the waste.,-27.11780548095703,-35.173065185546875,8.055259704589844
earn,V034,2a,(a) Agent-Patient,The bonus was earned by Bob.,Bob earned the bonus.,-29.06698226928711,-34.22328186035156,5.156299591064453
eliminate,V276,2a,(a) Agent-Patient,Wendy was eliminated by Bob.,Bob eliminated Wendy.,-26.956462860107422,-37.880680084228516,10.924217224121094
elude,V225,2b,(a) Agent-Patient,Wendy was eluded by Bob.,Bob eluded Wendy.,-30.672382354736328,-43.95416259765625,13.281780242919922
embarass,V317,2a,(b) Theme-Experiencer,Wendy was embarassed by Bob.,Bob embarassed Wendy.,-30.819292068481445,-43.01104736328125,12.191755294799805
embrace,V256,2a,(a) Agent-Patient,Wendy was embraced by Bob.,Bob embraced Wendy.,-27.250215530395508,-37.36830139160156,10.118085861206055
empty,V021,2a,(a) Agent-Patient,The glass was emptied by Bob.,Bob emptied the glass.,-26.50067138671875,-35.45841979980469,8.957748413085938
encourage,V318,2b,(b) Theme-Experiencer,Wendy was encouraged by Bob.,Bob encouraged Wendy.,-28.24716567993164,-34.04785919189453,5.800693511962891
end,V150,2b,(a) Agent-Patient,The discussion was ended by Bob.,Bob ended the discussion.,-20.384563446044922,-32.12043380737305,11.735870361328125
enrage,V319,2a,(b) Theme-Experiencer,Wendy was enraged by Bob.,Bob enraged Wendy.,-27.2449951171875,-36.55799102783203,9.312995910644531
entertain,V320,2b,(b) Theme-Experiencer,Wendy was entertained by Bob.,Bob entertained Wendy.,-26.751235961914062,-36.50591278076172,9.754676818847656
envy,V388,2b,(c) Experiencer-Theme,Wendy was envied by Bob.,Bob envied Wendy.,-36.02317810058594,-40.54153060913086,4.518352508544922
escort,V297,2a,(a) Agent-Patient,Wendy was escorted by Bob.,Bob escorted Wendy.,-28.832626342773438,-38.20354080200195,9.370914459228516
examine,V355,2a,(c) Experiencer-Theme,Wendy was examined by Bob.,Bob examined Wendy.,-29.762035369873047,-36.22563552856445,6.463600158691406
excuse,V235,2b,(a) Agent-Patient,Wendy was excused by Bob.,Bob excused Wendy.,-30.06344223022461,-39.53914260864258,9.475700378417969
execute,V277,2b,(a) Agent-Patient,Wendy was executed by Bob.,Bob executed Wendy.,-29.538009643554688,-35.88425064086914,6.346240997314453
expel,V172,2b,(a) Agent-Patient,Wendy was expelled by Bob.,Bob expelled Wendy.,-28.528318405151367,-39.30858612060547,10.780267715454102
explain,V415,2a,(d) Other Passivizable,The problem was explained by Bob.,Bob explained the problem.,-19.379384994506836,-29.751605987548828,10.372220993041992
exterminate,V122,2b,(a) Agent-Patient,The spider was exterminated by Bob.,Bob exterminated the spider.,-28.491191864013672,-40.08669662475586,11.595504760742188
fascinate,V321,2a,(b) Theme-Experiencer,Wendy was fascinated by Bob.,Bob fascinated Wendy.,-29.709501266479492,-33.50189971923828,3.792398452758789
fear,V389,2a,(c) Experiencer-Theme,Wendy was feared by Bob.,Bob feared Wendy.,-31.0114803314209,-41.32944107055664,10.317960739135742
