Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
register,V439,1a,(e) Non-Passivizable,80Kg was registered by the scales,The scales registered 80kg,-41.49951934814453,-45.031455993652344,3.5319366455078125
register,V439,1b,(e) Non-Passivizable,80Kg was registered by the scales,The scales registered 80kg,-41.49951934814453,-45.031455993652344,3.5319366455078125
be,V459,2a,(e) Non-Passivizable,A father was been by Bob,Bob was a father,-15.998950004577637,-40.79638671875,24.797436714172363
be,V459,2b,(e) Non-Passivizable,A father was been by Bob,Bob was a father,-15.998950004577637,-40.79638671875,24.797436714172363
be,V459,1a,(e) Non-Passivizable,A father was been by Homer,Homer was a father,-28.517654418945312,-42.45486831665039,13.937213897705078
lack,V456,2a,(e) Non-Passivizable,A garden was lacked by the cottate,The cottage lacked a garden,-32.95021057128906,-57.597145080566406,24.646934509277344
lack,V456,2b,(e) Non-Passivizable,A garden was lacked by the cottate,The cottage lacked a garden,-32.95021057128906,-57.597145080566406,24.646934509277344
"carry (i.e., hold a certain number of people)",V445,2a,(e) Non-Passivizable,A heavy fine was carried by the crime,The crime carried a heavy fine,-29.82064437866211,-40.6346435546875,10.81399917602539
"carry (i.e., hold a certain number of people)",V445,2b,(e) Non-Passivizable,A heavy fine was carried by the crime,The crime carried a heavy fine,-29.82064437866211,-40.6346435546875,10.81399917602539
be,V459,1b,(e) Non-Passivizable,A mother was been by Marge,Marge was a mother,-31.742969512939453,-44.336151123046875,12.593181610107422
weigh,V441,1a,(e) Non-Passivizable,A tonne was weighed by the horse,The horse weighed a tonne,-27.94169044494629,-46.510677337646484,18.568986892700195
weigh,V441,1b,(e) Non-Passivizable,A tonne was weighed by the horse,The horse weighed a tonne,-27.94169044494629,-46.510677337646484,18.568986892700195
"take (i.e., carry on for a certiain length of time)",V444,1a,(e) Non-Passivizable,An afternoon was taken by the lesson,The lesson took an afternoon,-30.193904876708984,-39.752052307128906,9.558147430419922
"take (i.e., carry on for a certiain length of time)",V444,1b,(e) Non-Passivizable,An afternoon was taken by the lesson,The lesson took an afternoon,-30.193904876708984,-39.752052307128906,9.558147430419922
last,V443,1a,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-21.99291229248047,-33.201026916503906,11.208114624023438
last,V443,1b,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-21.992908477783203,-33.20103454589844,11.208126068115234
"take (i.e., carry on for a certiain length of time)",V444,2a,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-22.4763126373291,-32.64429473876953,10.16798210144043
"take (i.e., carry on for a certiain length of time)",V444,2b,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-22.4763126373291,-32.64429473876953,10.16798210144043
spew,V470,2a,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-25.074329376220703,-35.68683624267578,10.612506866455078
spew,V470,2b,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-25.074329376220703,-35.68683624267578,10.612506866455078
gush,V465,1a,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-30.322446823120117,-34.56944274902344,4.24699592590332
gush,V465,1b,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-30.322446823120117,-34.56944274902344,4.24699592590332
stream,V474,1a,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-33.1641845703125,-31.219202041625977,-1.9449825286865234
stream,V474,1b,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-33.1641845703125,-31.219202041625977,-1.9449825286865234
sweat,V475,2a,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-36.95127487182617,-41.09876251220703,4.147487640380859
sweat,V475,2b,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-36.95127487182617,-41.09876251220703,4.147487640380859
abandon,V286,2b,(a) Agent-Patient,Wendy was abandonned by Bob,Bob abandonned Wendy,-42.640625,-48.940818786621094,6.300193786621094
accept,V401,2b,(d) Other Passivizable,The present was accepted by Bob,Bob accepted the present,-21.313819885253906,-36.9303092956543,15.61648941040039
accompany,V296,2b,(a) Agent-Patient,Wendy was accompanied by Bob,Bob accompanied Wendy,-24.472259521484375,-28.10630989074707,3.6340503692626953
admire,V346,2b,(c) Experiencer-Theme,Wendy was admired by Bob,Bob admired Wendy,-29.839981079101562,-33.165611267089844,3.3256301879882812
adore,V347,2a,(c) Experiencer-Theme,Wendy was adored by Bob,Bob adored Wendy,-30.3853759765625,-35.587852478027344,5.202476501464844
advise,V268,2b,(a) Agent-Patient,Wendy was advised by Bob,Bob advised Wendy,-25.028568267822266,-28.18482780456543,3.156259536743164
aggravate,V302,2a,(b) Theme-Experiencer,Wendy was aggravated by Bob,Bob aggravated Wendy,-28.68166160583496,-37.042701721191406,8.361040115356445
agree with,V247,2a,(a) Agent-Patient,Wendy was agreed with by Bob,Bob agreed with Wendy,-25.445293426513672,-36.419864654541016,10.974571228027344
alter,V080,2b,(a) Agent-Patient,The plan was altered by Bob,Bob altered the plan,-23.079116821289062,-32.24378204345703,9.164665222167969
amaze,V303,2b,(b) Theme-Experiencer,Wendy was amazed by Bob,Bob amazed Wendy,-27.283226013183594,-32.842586517333984,5.559360504150391
amuse,V304,2a,(b) Theme-Experiencer,Wendy was amused by Bob,Bob amused Wendy,-27.548076629638672,-31.898836135864258,4.350759506225586
anger,V305,2b,(b) Theme-Experiencer,Wendy was angered by Bob,Bob angered Wendy,-26.749778747558594,-30.916521072387695,4.166742324829102
announce,V103,2a,(a) Agent-Patient,The date was announced by Bob,Bob announced the date,-18.304744720458984,-24.212038040161133,5.907293319702148
annoy,V306,2a,(b) Theme-Experiencer,Wendy was annoyed by Bob,Bob annoyed Wendy,-27.572654724121094,-30.631315231323242,3.0586605072021484
appluad,V220,2a,(a) Agent-Patient,Wendy was appluaded by Bob,Bob appluaded Wendy,-37.38270950317383,-44.7835693359375,7.400859832763672
appreciate,V370,2b,(c) Experiencer-Theme,Wendy was appreciated by Bob,Bob appreciated Wendy,-27.530433654785156,-30.786317825317383,3.2558841705322266
argue with,V248,2b,(a) Agent-Patient,Wendy was argued with by Bob,Bob argued with Wendy,-29.317119598388672,-40.991981506347656,11.674861907958984
arrange,V001,2b,(a) Agent-Patient,The display was arranged by Bob,Bob arranged the display,-23.47201156616211,-27.567317962646484,4.095306396484375
ask,V088,2b,(a) Agent-Patient,The question was asked by Bob,Bob asked the question,-14.952865600585938,-23.62662696838379,8.673761367797852
assassinate,V228,2a,(a) Agent-Patient,Wendy was assassinated by Bob,Bob assassinated Wendy,-25.876609802246094,-28.876554489135742,2.9999446868896484
assert,V412,2b,(d) Other Passivizable,The argument was asserted by Bob,Bob asserted the argument,-24.084369659423828,-31.169445037841797,7.085075378417969
astonish,V307,2b,(b) Theme-Experiencer,Wendy was astonished by Bob,Bob astonished Wendy,-28.673145294189453,-34.17716979980469,5.504024505615234
eat,V156,2b,(a) Agent-Patient,Wendy was eaten by Bob,Bob ate Wendy,-27.128890991210938,-31.740068435668945,4.611177444458008
avoid,V223,2b,(a) Agent-Patient,Wendy was avoided by Bob,Bob avoided Wendy,-30.244037628173828,-31.64701271057129,1.402975082397461
bake,V137,2b,(a) Agent-Patient,The bread was baked by Bob,Bob baked the bread,-20.38177490234375,-33.03695297241211,12.65517807006836
banish,V229,2a,(a) Agent-Patient,Wendy was banished by Bob,Bob banished Wendy,-30.73816680908203,-32.01939392089844,1.2812271118164062
bark,V093,2a,(a) Agent-Patient,The reply was barked by Bob,Bob barked the reply,-31.02773666381836,-46.51976776123047,15.49203109741211
beat,V077,2a,(a) Agent-Patient,The batter was beaten by Bob,Bob beat the batter,-20.214555740356445,-33.91423034667969,13.699674606323242
begin,V147,2a,(a) Agent-Patient,The story was begun by Bob,Bob began the story,-19.322002410888672,-28.425182342529297,9.103179931640625
believe,V371,2b,(c) Experiencer-Theme,Wendy was believed by Bob,Bob believed Wendy,-24.131263732910156,-31.782306671142578,7.651042938232422
bend,V135,2a,(a) Agent-Patient,The branch was bent by Bob,Bob bent the branch,-24.266254425048828,-39.0496826171875,14.783428192138672
bite,V198,2b,(a) Agent-Patient,Wendy was bitten by Bob,Bob bit Wendy,-28.50327491760254,-34.87436294555664,6.371088027954102
block,V043,2a,(a) Agent-Patient,The pipe was blocked by Bob,Bob blocked the pipe,-19.01533317565918,-31.267484664916992,12.252151489257812
boil,V138,2a,(a) Agent-Patient,The water was boiled by Bob,Bob boiled the water,-22.212421417236328,-33.56644058227539,11.354019165039062
borrow,V035,2b,(a) Agent-Patient,The game was borrowed by Bob,Bob borrowed the game,-23.555816650390625,-29.98523712158203,6.429420471191406
bother,V308,2b,(b) Theme-Experiencer,Wendy was bothered by Bob,Bob bothered Wendy,-27.911142349243164,-32.76170349121094,4.850561141967773
buy,V033,2b,(a) Agent-Patient,The book was bought by Bob,Bob bought the book,-16.544677734375,-26.11968231201172,9.575004577636719
bounce,V028,2b,(a) Agent-Patient,The football was bounced by Bob,Bob bounced the football,-26.1373291015625,-43.03105163574219,16.893722534179688
break,V125,2b,(a) Agent-Patient,The plate was broken by Bob,Bob broke the plate,-19.83758544921875,-31.810152053833008,11.972566604614258
bring,V029,2a,(a) Agent-Patient,The food was brought by Bob,Bob brought the food,-19.067893981933594,-31.789642333984375,12.721748352050781
build,V068,2a,(a) Agent-Patient,The castle was built by Bob,Bob built the castle,-20.084989547729492,-28.105728149414062,8.02073860168457
burn,V143,2b,(a) Agent-Patient,The toast was burnt by Bob,Bob burnt the toast,-23.95459747314453,-36.10914611816406,12.154548645019531
butter,V015,2a,(a) Agent-Patient,The toast was buttered by Bob,Bob buttered the toast,-28.551891326904297,-43.54787826538086,14.995986938476562
button,V049,2a,(a) Agent-Patient,The coat was buttoned by Bob,Bob buttoned the coat,-27.463855743408203,-42.27046203613281,14.80660629272461
call,V262,2b,(a) Agent-Patient,Wendy was called by Bob,Bob called Wendy,-20.50739097595215,-27.499216079711914,6.991825103759766
calm,V309,2a,(b) Theme-Experiencer,Wendy was calmed by Bob,Bob calmed Wendy,-31.452922821044922,-35.262001037597656,3.8090782165527344
capture,V154,2a,(a) Agent-Patient,Wendy was captured by Bob,Bob captured Wendy,-24.685352325439453,-26.766504287719727,2.0811519622802734
carry,V179,2a,(a) Agent-Patient,Wendy was carried by Bob,Bob carried Wendy,-25.062702178955078,-30.994211196899414,5.931509017944336
carve,V045,2a,(a) Agent-Patient,The wood was carved by Bob,Bob carved the wood,-22.376508712768555,-33.417572021484375,11.04106330871582
catch,V184,2a,(a) Agent-Patient,Wendy was caught by Bob,Bob caught Wendy,-25.466854095458984,-29.82927703857422,4.362422943115234
chant,V081,2a,(a) Agent-Patient,The prayer was chanted by Bob,Bob chanted the prayer,-23.6279296875,-36.2147216796875,12.5867919921875
chase,V289,2a,(a) Agent-Patient,Wendy was chased by Bob,Bob chased Wendy,-26.927589416503906,-31.021474838256836,4.09388542175293
chat to,V265,2b,(a) Agent-Patient,Wendy was chatted to by Bob,Bob chatted to Wendy,-30.707212448120117,-45.326263427734375,14.619050979614258
cheer up,V310,2b,(b) Theme-Experiencer,Wendy was cheered up by Bob,Bob cheered up Wendy,-35.32341003417969,-35.945945739746094,0.6225357055664062
chew,V109,2a,(a) Agent-Patient,The gum was chewed by Bob,Bob chewed the gum,-24.675247192382812,-39.604373931884766,14.929126739501953
chip,V126,2a,(a) Agent-Patient,The bowl was chipped by Bob,Bob chipped the bowl,-27.265207290649414,-40.843467712402344,13.57826042175293
chop,V046,2b,(a) Agent-Patient,The onion was chopped by Bob,Bob chopped the onion,-21.839496612548828,-42.8248291015625,20.985332489013672
choose,V185,2b,(a) Agent-Patient,Wendy was chosen by Bob,Bob chose Wendy,-23.808879852294922,-27.726722717285156,3.9178428649902344
claw,V199,2a,(a) Agent-Patient,Wendy was clawed by Bob,Bob clawed Wendy,-30.882841110229492,-37.33655548095703,6.453714370727539
clean,V173,2a,(a) Agent-Patient,Wendy was cleaned by Bob,Bob cleaned Wendy,-27.924434661865234,-34.200538635253906,6.276103973388672
clear,V020,2b,(a) Agent-Patient,The room was cleared by Bob,Bob cleared the room,-19.16216278076172,-32.73039245605469,13.568229675292969
coil,V011,2b,(a) Agent-Patient,The leash was coiled by Bob,Bob coiled the leash,-29.241870880126953,-44.928131103515625,15.686260223388672
comfort,V311,2b,(b) Theme-Experiencer,Wendy was comforted by Bob,Bob comforted Wendy,-29.973350524902344,-33.264251708984375,3.2909011840820312
commence,V148,2b,(a) Agent-Patient,The argument was commenced by Bob,Bob commenced the argument,-26.716514587402344,-32.460960388183594,5.74444580078125
complete,V153,2b,(a) Agent-Patient,The race was completed by Bob,Bob completed the race,-18.881763458251953,-27.44732666015625,8.565563201904297
compliment,V233,2b,(a) Agent-Patient,Wendy was complimented by Bob,Bob complimented Wendy,-28.659198760986328,-34.36689758300781,5.707698822021484
compose,V073,2a,(a) Agent-Patient,The song was composed by Bob,Bob composed the song,-19.547008514404297,-22.38371467590332,2.8367061614990234
confirm,V413,2a,(d) Other Passivizable,The allegation was confirmed by Bob,Bob confirmed the allegation,-19.39073371887207,-28.724836349487305,9.334102630615234
congratulate,V234,2a,(a) Agent-Patient,Wendy was congratulated by Bob,Bob congratulated Wendy,-29.544071197509766,-32.24382019042969,2.699748992919922
consume,V118,2a,(a) Agent-Patient,The snack was consumed by Bob,Bob consumed the snack,-23.870471954345703,-32.32464599609375,8.454174041748047
continue,V149,2a,(a) Agent-Patient,The conversation was continued by Bob,Bob continued the conversation,-18.757823944091797,-34.222015380859375,15.464191436767578
converse with,V266,2a,(a) Agent-Patient,Wendy was conversed with by Bob,Bob conversed with Wendy,-35.98484802246094,-50.340171813964844,14.355323791503906
cook,V139,2b,(a) Agent-Patient,The pizza was cooked by Bob,Bob cooked the pizza,-21.87629508972168,-30.313709259033203,8.437414169311523
cooperate with,V249,2a,(a) Agent-Patient,Wendy was cooperated with by Bob,Bob cooperated with Wendy,-29.95585060119629,-42.374237060546875,12.418386459350586
copy,V212,2b,(a) Agent-Patient,Wendy was copied by Bob,Bob copied Wendy,-26.279541015625,-29.66176414489746,3.382223129272461
court,V253,2a,(a) Agent-Patient,Wendy was courted by Bob,Bob courted Wendy,-31.457813262939453,-30.279417037963867,-1.178396224975586
cover,V168,2a,(a) Agent-Patient,Wendy was covered by Bob,Bob covered Wendy,-26.761905670166016,-32.91693115234375,6.155025482177734
crack,V127,2b,(a) Agent-Patient,The mirror was cracked by Bob,Bob cracked the mirror,-27.057891845703125,-34.467140197753906,7.409248352050781
crease,V134,2b,(a) Agent-Patient,The T-shirt was creased by Bob,Bob creased the T-shirt,-36.28583526611328,-49.502628326416016,13.216793060302734
create,V410,2b,(d) Other Passivizable,The theory was created by Bob,Bob created the theory,-20.755657196044922,-27.37854766845703,6.622890472412109
criticize,V241,2b,(a) Agent-Patient,Wendy was criticized by Bob,Bob criticized Wendy,-26.20784568786621,-28.958372116088867,2.7505264282226562
crush,V157,2a,(a) Agent-Patient,Wendy was crushed by Bob,Bob crushed Wendy,-26.574783325195312,-30.59775733947754,4.022974014282227
cuddle,V254,2b,(a) Agent-Patient,Wendy was cuddled by Bob,Bob cuddled Wendy,-33.658729553222656,-40.43352508544922,6.7747955322265625
cut,V210,2b,(a) Agent-Patient,Wendy was cut by Bob,Bob cut Wendy,-25.331512451171875,-31.490835189819336,6.159322738647461
dangle,V004,2a,(a) Agent-Patient,The string was dangled by Bob,Bob dangled the string,-29.680007934570312,-44.58177185058594,14.901763916015625
date,V255,2a,(a) Agent-Patient,Wendy was dated by Bob,Bob dated Wendy,-24.872848510742188,-34.90361022949219,10.03076171875
dazzle,V312,2a,(b) Theme-Experiencer,Wendy was dazzled by Bob,Bob dazzled Wendy,-31.131324768066406,-33.79151916503906,2.6601943969726562
decorate,V067,2b,(a) Agent-Patient,The hall was decorated by Bob,Bob decorated the hall,-21.821557998657227,-33.7765007019043,11.95494270324707
delete,V019,2a,(a) Agent-Patient,The file was deleted by Bob,Bob deleted the file,-21.010425567626953,-27.943862915039062,6.933437347412109
demolish,V120,2b,(a) Agent-Patient,The stadium was demolished by Bob,Bob demolished the stadium,-22.13247299194336,-30.343713760375977,8.211240768432617
demonstrate,V414,2b,(d) Other Passivizable,The reasoning was demonstrated by Bob,Bob demonstrated the reasoning,-26.58289337158203,-33.20830535888672,6.6254119873046875
depress,V313,2b,(b) Theme-Experiencer,Wendy was depressed by Bob,Bob depressed Wendy,-27.603683471679688,-33.93793487548828,6.334251403808594
desert,V287,2a,(a) Agent-Patient,Wendy was deserted by Bob,Bob deserted Wendy,-30.495643615722656,-34.027313232421875,3.5316696166992188
design,V074,2b,(a) Agent-Patient,The cover was designed by Bob,Bob designed the cover,-19.04813003540039,-26.033161163330078,6.9850311279296875
despise,V383,2b,(c) Experiencer-Theme,Wendy was despised by Bob,Bob despised Wendy,-30.67569351196289,-31.945402145385742,1.2697086334228516
destroy,V121,2a,(a) Agent-Patient,The city was destroyed by Bob,Bob destroyed the city,-16.7199764251709,-29.9296932220459,13.209716796875
detect,V394,2a,(c) Experiencer-Theme,The sound was detected by Bob,Bob detected the sound,-19.226011276245117,-29.053699493408203,9.827688217163086
detest,V384,2a,(c) Experiencer-Theme,Wendy was detested by Bob,Bob detested Wendy,-33.381134033203125,-37.723846435546875,4.34271240234375
devour,V119,2b,(a) Agent-Patient,The starter was devoured by Bob,Bob devoured the starter,-28.35479736328125,-37.09967803955078,8.744880676269531
direct,V082,2b,(a) Agent-Patient,The video was directed by Bob,Bob directed the video,-23.02882194519043,-25.789234161376953,2.7604122161865234
disagree with,V250,2b,(a) Agent-Patient,Wendy was disagreed with by Bob,Bob disagreed with Wendy,-29.002704620361328,-38.996192932128906,9.993488311767578
discover,V354,2b,(c) Experiencer-Theme,Wendy was discovered by Bob,Bob discovered Wendy,-25.034709930419922,-29.017648696899414,3.982938766479492
disgust,V314,2b,(b) Theme-Experiencer,Wendy was disgusted by Bob,Bob disgusted Wendy,-28.002647399902344,-32.03101348876953,4.0283660888671875
dislike,V385,2b,(c) Experiencer-Theme,Wendy was disliked by Bob,Bob disliked Wendy,-31.16347885131836,-33.41576385498047,2.2522850036621094
dispatch,V275,2b,(a) Agent-Patient,Wendy was dispatched by Bob,Bob dispatched Wendy,-29.195674896240234,-30.10887336730957,0.9131984710693359
distract,V315,2a,(b) Theme-Experiencer,Wendy was distracted by Bob,Bob distracted Wendy,-27.420272827148438,-30.781770706176758,3.3614978790283203
distrust,V386,2a,(c) Experiencer-Theme,Wendy was distrusted by Bob,Bob distrusted Wendy,-32.95030975341797,-37.62761688232422,4.67730712890625
disturb,V316,2b,(b) Theme-Experiencer,Wendy was disturbed by Bob,Bob disturbed Wendy,-29.14270782470703,-32.059669494628906,2.916961669921875
divide,V056,2b,(a) Agent-Patient,The pudding was divided by Bob,Bob divided the pudding,-26.097148895263672,-41.18037796020508,15.083229064941406
divorce,V232,2a,(a) Agent-Patient,Wendy was divorced by Bob,Bob divorced Wendy,-26.24616241455078,-32.09958267211914,5.853420257568359
dodge,V224,2a,(a) Agent-Patient,Wendy was dodged by Bob,Bob dodged Wendy,-31.00193214416504,-39.37602233886719,8.374090194702148
drag,V180,2b,(a) Agent-Patient,Wendy was dragged by Bob,Bob dragged Wendy,-25.735036849975586,-33.63263702392578,7.897600173950195
drink,V108,2a,(a) Agent-Patient,The tea was drunk by Bob,Bob drank the tea,-18.93288803100586,-30.45242691040039,11.519538879394531
dread,V387,2b,(c) Experiencer-Theme,Wendy was dreaded by Bob,Bob dreaded Wendy,-29.85834503173828,-34.86875915527344,5.010414123535156
dress,V273,2a,(a) Agent-Patient,Wendy was dressed by Bob,Bob dressed Wendy,-26.487165451049805,-32.289405822753906,5.802240371704102
draw,V063,2b,(a) Agent-Patient,The cat was drawn by Bob,Bob drew the cat,-21.264209747314453,-32.362667083740234,11.098457336425781
drop,V158,2a,(a) Agent-Patient,Wendy was dropped by Bob,Bob dropped Wendy,-25.405590057373047,-28.79280662536621,3.387216567993164
drive,V030,2b,(a) Agent-Patient,The car was driven by Bob,Bob drove the car,-15.090633392333984,-22.988567352294922,7.8979339599609375
drown,V281,2b,(a) Agent-Patient,Wendy was drowned by Bob,Bob drowned Wendy,-28.64289093017578,-34.564353942871094,5.9214630126953125
dump,V005,2b,(a) Agent-Patient,The waste was dumped by Bob,Bob dumped the waste,-22.07294464111328,-31.31668472290039,9.24374008178711
earn,V034,2a,(a) Agent-Patient,The bonus was earned by Bob,Bob earned the bonus,-21.449209213256836,-31.135284423828125,9.686075210571289
eliminate,V276,2a,(a) Agent-Patient,Wendy was eliminated by Bob,Bob eliminated Wendy,-29.854534149169922,-30.81654167175293,0.9620075225830078
elude,V225,2b,(a) Agent-Patient,Wendy was eluded by Bob,Bob eluded Wendy,-26.044086456298828,-36.748817443847656,10.704730987548828
embarass,V317,2a,(b) Theme-Experiencer,Wendy was embarassed by Bob,Bob embarassed Wendy,-36.17901611328125,-44.50968933105469,8.330673217773438
embrace,V256,2a,(a) Agent-Patient,Wendy was embraced by Bob,Bob embraced Wendy,-28.12002944946289,-31.19059181213379,3.0705623626708984
empty,V021,2a,(a) Agent-Patient,The glass was emptied by Bob,Bob emptied the glass,-22.770240783691406,-34.46590805053711,11.695667266845703
encourage,V318,2b,(b) Theme-Experiencer,Wendy was encouraged by Bob,Bob encouraged Wendy,-27.605056762695312,-28.953123092651367,1.3480663299560547
end,V150,2b,(a) Agent-Patient,The discussion was ended by Bob,Bob ended the discussion,-20.822185516357422,-32.6717414855957,11.849555969238281
enrage,V319,2a,(b) Theme-Experiencer,Wendy was enraged by Bob,Bob enraged Wendy,-26.947341918945312,-32.73084259033203,5.783500671386719
entertain,V320,2b,(b) Theme-Experiencer,Wendy was entertained by Bob,Bob entertained Wendy,-28.317739486694336,-31.6682071685791,3.3504676818847656
envy,V388,2b,(c) Experiencer-Theme,Wendy was envied by Bob,Bob envied Wendy,-32.84893035888672,-38.8016357421875,5.952705383300781
escort,V297,2a,(a) Agent-Patient,Wendy was escorted by Bob,Bob escorted Wendy,-27.885643005371094,-31.174997329711914,3.2893543243408203
examine,V355,2a,(c) Experiencer-Theme,Wendy was examined by Bob,Bob examined Wendy,-25.74665069580078,-31.189443588256836,5.442792892456055
excuse,V235,2b,(a) Agent-Patient,Wendy was excused by Bob,Bob excused Wendy,-31.62053680419922,-34.75830841064453,3.1377716064453125
execute,V277,2b,(a) Agent-Patient,Wendy was executed by Bob,Bob executed Wendy,-27.866729736328125,-29.67888832092285,1.8121585845947266
expel,V172,2b,(a) Agent-Patient,Wendy was expelled by Bob,Bob expelled Wendy,-30.131763458251953,-30.356653213500977,0.22488975524902344
explain,V415,2a,(d) Other Passivizable,The problem was explained by Bob,Bob explained the problem,-17.29971694946289,-27.04914093017578,9.74942398071289
exterminate,V122,2b,(a) Agent-Patient,The spider was exterminated by Bob,Bob exterminated the spider,-28.488758087158203,-40.870155334472656,12.381397247314453
fascinate,V321,2a,(b) Theme-Experiencer,Wendy was fascinated by Bob,Bob fascinated Wendy,-29.341571807861328,-30.893617630004883,1.5520458221435547
fear,V389,2a,(c) Experiencer-Theme,Wendy was feared by Bob,Bob feared Wendy,-28.48243522644043,-32.29912567138672,3.816690444946289
feed,V271,2a,(a) Agent-Patient,Wendy was fed by Bob,Bob fed Wendy,-23.009002685546875,-32.62312698364258,9.614124298095703
feel,V396,2a,(c) Experiencer-Theme,The heat was felt by Bob,Bob felt the heat,-14.2705717086792,-29.463838577270508,15.193266868591309
fill,V013,2a,(a) Agent-Patient,The sink was filled by Bob,Bob filled the sink,-21.87286376953125,-32.899940490722656,11.027076721191406
film,V213,2a,(a) Agent-Patient,Wendy was filmed by Bob,Bob filmed Wendy,-27.56771469116211,-27.980371475219727,0.4126567840576172
finish,V151,2a,(a) Agent-Patient,The hamburger was finished by Bob,Bob finished the hamburger,-24.316822052001953,-38.3312873840332,14.01446533203125
