Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
"carry (i.e., hold a certain number of people)",V445,1a,(e) Non-Passivizable,500 tonnes was carried by the bridge,The bridge carried 500 tonnes,-34.419464111328125,-34.159881591796875,-0.25958251953125
"carry (i.e., hold a certain number of people)",V445,1b,(e) Non-Passivizable,500 tonnes was carried by the bridge,The bridge carried 500 tonnes,-34.419464111328125,-34.159881591796875,-0.25958251953125
seat,V450,2a,(e) Non-Passivizable,60 people were seated by the bus,The bus seated 60 people,-34.262306213378906,-32.140167236328125,-2.1221389770507812
seat,V450,2b,(e) Non-Passivizable,60 people were seated by the bus,The bus seated 60 people,-34.262306213378906,-32.140167236328125,-2.1221389770507812
weigh,V441,2a,(e) Non-Passivizable,7 pounds was weighed by the baby,The baby weighed 7 pounds,-34.014122009277344,-37.76971435546875,3.7555923461914062
weigh,V441,2b,(e) Non-Passivizable,7 pounds was weighed by the baby,The baby weighed 7 pounds,-34.014122009277344,-37.76971435546875,3.7555923461914062
register,V439,1a,(e) Non-Passivizable,80Kg was registered by the scales,The scales registered 80kg,-36.686851501464844,-47.53900909423828,10.852157592773438
register,V439,1b,(e) Non-Passivizable,80Kg was registered by the scales,The scales registered 80kg,-36.686851501464844,-47.53900909423828,10.852157592773438
be,V459,2a,(e) Non-Passivizable,A father was been by Bob,Bob was a father,-18.32593536376953,-44.308738708496094,25.982803344726562
be,V459,2b,(e) Non-Passivizable,A father was been by Bob,Bob was a father,-18.32593536376953,-44.308738708496094,25.982803344726562
be,V459,1a,(e) Non-Passivizable,A father was been by Homer,Homer was a father,-25.549699783325195,-45.296939849853516,19.74724006652832
lack,V456,2a,(e) Non-Passivizable,A garden was lacked by the cottate,The cottage lacked a garden,-38.5177116394043,-55.376102447509766,16.85839080810547
lack,V456,2b,(e) Non-Passivizable,A garden was lacked by the cottate,The cottage lacked a garden,-38.5177116394043,-55.376102447509766,16.85839080810547
"carry (i.e., hold a certain number of people)",V445,2a,(e) Non-Passivizable,A heavy fine was carried by the crime,The crime carried a heavy fine,-36.1426887512207,-42.046443939208984,5.903755187988281
"carry (i.e., hold a certain number of people)",V445,2b,(e) Non-Passivizable,A heavy fine was carried by the crime,The crime carried a heavy fine,-36.1426887512207,-42.046443939208984,5.903755187988281
be,V459,1b,(e) Non-Passivizable,A mother was been by Marge,Marge was a mother,-30.174625396728516,-49.38309097290039,19.208465576171875
weigh,V441,1a,(e) Non-Passivizable,A tonne was weighed by the horse,The horse weighed a tonne,-29.35845947265625,-45.11322784423828,15.754768371582031
weigh,V441,1b,(e) Non-Passivizable,A tonne was weighed by the horse,The horse weighed a tonne,-29.35845947265625,-45.11322784423828,15.754768371582031
"take (i.e., carry on for a certiain length of time)",V444,1a,(e) Non-Passivizable,An afternoon was taken by the lesson,The lesson took an afternoon,-28.690616607666016,-38.09745788574219,9.406841278076172
"take (i.e., carry on for a certiain length of time)",V444,1b,(e) Non-Passivizable,An afternoon was taken by the lesson,The lesson took an afternoon,-28.690616607666016,-38.09745788574219,9.406841278076172
last,V443,1a,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-23.352317810058594,-33.32936477661133,9.977046966552734
last,V443,1b,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-23.35232162475586,-33.32936096191406,9.977039337158203
"take (i.e., carry on for a certiain length of time)",V444,2a,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-25.521913528442383,-33.72852325439453,8.206609725952148
"take (i.e., carry on for a certiain length of time)",V444,2b,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-25.521913528442383,-33.72852325439453,8.206609725952148
spew,V470,2a,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-28.135517120361328,-37.12099075317383,8.9854736328125
spew,V470,2b,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-28.135517120361328,-37.12099075317383,8.9854736328125
gush,V465,1a,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-29.836376190185547,-32.69622039794922,2.859844207763672
gush,V465,1b,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-29.836376190185547,-32.69622039794922,2.859844207763672
stream,V474,1a,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-35.569217681884766,-31.355648040771484,-4.213569641113281
stream,V474,1b,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-35.569217681884766,-31.355648040771484,-4.213569641113281
sweat,V475,2a,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-38.6350212097168,-46.643218994140625,8.008197784423828
sweat,V475,2b,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-38.6350212097168,-46.643218994140625,8.008197784423828
abandon,V286,2b,(a) Agent-Patient,Wendy was abandonned by Bob,Bob abandonned Wendy,-40.97786331176758,-49.77522659301758,8.79736328125
accept,V401,2b,(d) Other Passivizable,The present was accepted by Bob,Bob accepted the present,-21.891155242919922,-34.960391998291016,13.069236755371094
accompany,V296,2b,(a) Agent-Patient,Wendy was accompanied by Bob,Bob accompanied Wendy,-25.524852752685547,-31.056543350219727,5.53169059753418
admire,V346,2b,(c) Experiencer-Theme,Wendy was admired by Bob,Bob admired Wendy,-30.382152557373047,-33.99802017211914,3.6158676147460938
adore,V347,2a,(c) Experiencer-Theme,Wendy was adored by Bob,Bob adored Wendy,-31.17792510986328,-35.534175872802734,4.356250762939453
advise,V268,2b,(a) Agent-Patient,Wendy was advised by Bob,Bob advised Wendy,-27.51183319091797,-32.553279876708984,5.041446685791016
aggravate,V302,2a,(b) Theme-Experiencer,Wendy was aggravated by Bob,Bob aggravated Wendy,-30.866714477539062,-38.28790283203125,7.4211883544921875
agree with,V247,2a,(a) Agent-Patient,Wendy was agreed with by Bob,Bob agreed with Wendy,-28.150110244750977,-39.0421257019043,10.89201545715332
alter,V080,2b,(a) Agent-Patient,The plan was altered by Bob,Bob altered the plan,-24.649368286132812,-30.766592025756836,6.117223739624023
amaze,V303,2b,(b) Theme-Experiencer,Wendy was amazed by Bob,Bob amazed Wendy,-27.20232391357422,-34.701087951660156,7.4987640380859375
amuse,V304,2a,(b) Theme-Experiencer,Wendy was amused by Bob,Bob amused Wendy,-29.4775333404541,-34.361907958984375,4.884374618530273
anger,V305,2b,(b) Theme-Experiencer,Wendy was angered by Bob,Bob angered Wendy,-26.97813606262207,-32.78078079223633,5.802644729614258
announce,V103,2a,(a) Agent-Patient,The date was announced by Bob,Bob announced the date,-18.305877685546875,-26.13136863708496,7.825490951538086
annoy,V306,2a,(b) Theme-Experiencer,Wendy was annoyed by Bob,Bob annoyed Wendy,-28.58279037475586,-33.3455810546875,4.762790679931641
appluad,V220,2a,(a) Agent-Patient,Wendy was appluaded by Bob,Bob appluaded Wendy,-49.27930450439453,-49.4625358581543,0.18323135375976562
appreciate,V370,2b,(c) Experiencer-Theme,Wendy was appreciated by Bob,Bob appreciated Wendy,-29.216175079345703,-34.23074722290039,5.0145721435546875
argue with,V248,2b,(a) Agent-Patient,Wendy was argued with by Bob,Bob argued with Wendy,-29.260486602783203,-42.23779296875,12.977306365966797
arrange,V001,2b,(a) Agent-Patient,The display was arranged by Bob,Bob arranged the display,-25.73574447631836,-31.90862274169922,6.172878265380859
ask,V088,2b,(a) Agent-Patient,The question was asked by Bob,Bob asked the question,-15.204829216003418,-23.364398956298828,8.15956974029541
assassinate,V228,2a,(a) Agent-Patient,Wendy was assassinated by Bob,Bob assassinated Wendy,-30.087539672851562,-33.978858947753906,3.8913192749023438
assert,V412,2b,(d) Other Passivizable,The argument was asserted by Bob,Bob asserted the argument,-24.298717498779297,-30.318950653076172,6.020233154296875
astonish,V307,2b,(b) Theme-Experiencer,Wendy was astonished by Bob,Bob astonished Wendy,-28.43992805480957,-35.186744689941406,6.746816635131836
eat,V156,2b,(a) Agent-Patient,Wendy was eaten by Bob,Bob ate Wendy,-31.808059692382812,-35.70386505126953,3.8958053588867188
avoid,V223,2b,(a) Agent-Patient,Wendy was avoided by Bob,Bob avoided Wendy,-30.048948287963867,-37.4514045715332,7.402456283569336
bake,V137,2b,(a) Agent-Patient,The bread was baked by Bob,Bob baked the bread,-27.796661376953125,-38.99031448364258,11.193653106689453
banish,V229,2a,(a) Agent-Patient,Wendy was banished by Bob,Bob banished Wendy,-31.395423889160156,-37.28087615966797,5.8854522705078125
bark,V093,2a,(a) Agent-Patient,The reply was barked by Bob,Bob barked the reply,-35.47334289550781,-38.099456787109375,2.6261138916015625
beat,V077,2a,(a) Agent-Patient,The batter was beaten by Bob,Bob beat the batter,-26.79446029663086,-38.4868278503418,11.692367553710938
begin,V147,2a,(a) Agent-Patient,The story was begun by Bob,Bob began the story,-21.295703887939453,-30.615957260131836,9.320253372192383
believe,V371,2b,(c) Experiencer-Theme,Wendy was believed by Bob,Bob believed Wendy,-27.043697357177734,-35.8408088684082,8.797111511230469
bend,V135,2a,(a) Agent-Patient,The branch was bent by Bob,Bob bent the branch,-25.28353500366211,-40.77299499511719,15.489459991455078
bite,V198,2b,(a) Agent-Patient,Wendy was bitten by Bob,Bob bit Wendy,-29.28313446044922,-38.583518981933594,9.300384521484375
block,V043,2a,(a) Agent-Patient,The pipe was blocked by Bob,Bob blocked the pipe,-19.459514617919922,-33.0522575378418,13.592742919921875
boil,V138,2a,(a) Agent-Patient,The water was boiled by Bob,Bob boiled the water,-23.106037139892578,-37.412567138671875,14.306529998779297
borrow,V035,2b,(a) Agent-Patient,The game was borrowed by Bob,Bob borrowed the game,-23.85279083251953,-30.332691192626953,6.479900360107422
bother,V308,2b,(b) Theme-Experiencer,Wendy was bothered by Bob,Bob bothered Wendy,-29.979705810546875,-34.33268737792969,4.3529815673828125
buy,V033,2b,(a) Agent-Patient,The book was bought by Bob,Bob bought the book,-19.023502349853516,-27.604578018188477,8.581075668334961
bounce,V028,2b,(a) Agent-Patient,The football was bounced by Bob,Bob bounced the football,-26.985530853271484,-42.61648941040039,15.630958557128906
break,V125,2b,(a) Agent-Patient,The plate was broken by Bob,Bob broke the plate,-21.575332641601562,-36.7774543762207,15.20212173461914
bring,V029,2a,(a) Agent-Patient,The food was brought by Bob,Bob brought the food,-21.52648162841797,-34.94852066040039,13.422039031982422
build,V068,2a,(a) Agent-Patient,The castle was built by Bob,Bob built the castle,-24.47869873046875,-29.959531784057617,5.480833053588867
burn,V143,2b,(a) Agent-Patient,The toast was burnt by Bob,Bob burnt the toast,-30.163646697998047,-40.67704391479492,10.513397216796875
butter,V015,2a,(a) Agent-Patient,The toast was buttered by Bob,Bob buttered the toast,-41.01018142700195,-50.366065979003906,9.355884552001953
button,V049,2a,(a) Agent-Patient,The coat was buttoned by Bob,Bob buttoned the coat,-32.1635856628418,-49.79714584350586,17.633560180664062
call,V262,2b,(a) Agent-Patient,Wendy was called by Bob,Bob called Wendy,-22.92647933959961,-30.319169998168945,7.392690658569336
calm,V309,2a,(b) Theme-Experiencer,Wendy was calmed by Bob,Bob calmed Wendy,-31.35918426513672,-40.0196418762207,8.660457611083984
capture,V154,2a,(a) Agent-Patient,Wendy was captured by Bob,Bob captured Wendy,-25.36003303527832,-30.86906623840332,5.509033203125
carry,V179,2a,(a) Agent-Patient,Wendy was carried by Bob,Bob carried Wendy,-32.71488952636719,-32.799861907958984,0.08497238159179688
carve,V045,2a,(a) Agent-Patient,The wood was carved by Bob,Bob carved the wood,-25.405885696411133,-35.40778350830078,10.001897811889648
catch,V184,2a,(a) Agent-Patient,Wendy was caught by Bob,Bob caught Wendy,-24.764076232910156,-32.47644805908203,7.712371826171875
chant,V081,2a,(a) Agent-Patient,The prayer was chanted by Bob,Bob chanted the prayer,-26.349565505981445,-36.10836410522461,9.758798599243164
chase,V289,2a,(a) Agent-Patient,Wendy was chased by Bob,Bob chased Wendy,-31.158878326416016,-33.19759750366211,2.0387191772460938
chat to,V265,2b,(a) Agent-Patient,Wendy was chatted to by Bob,Bob chatted to Wendy,-31.12367820739746,-41.71249771118164,10.58881950378418
cheer up,V310,2b,(b) Theme-Experiencer,Wendy was cheered up by Bob,Bob cheered up Wendy,-36.39401626586914,-39.681617736816406,3.2876014709472656
chew,V109,2a,(a) Agent-Patient,The gum was chewed by Bob,Bob chewed the gum,-29.904638290405273,-48.21757507324219,18.312936782836914
chip,V126,2a,(a) Agent-Patient,The bowl was chipped by Bob,Bob chipped the bowl,-30.162391662597656,-43.82399368286133,13.661602020263672
chop,V046,2b,(a) Agent-Patient,The onion was chopped by Bob,Bob chopped the onion,-26.442575454711914,-42.83606719970703,16.393491744995117
choose,V185,2b,(a) Agent-Patient,Wendy was chosen by Bob,Bob chose Wendy,-27.750324249267578,-30.34984588623047,2.5995216369628906
claw,V199,2a,(a) Agent-Patient,Wendy was clawed by Bob,Bob clawed Wendy,-35.23142623901367,-39.87084197998047,4.639415740966797
clean,V173,2a,(a) Agent-Patient,Wendy was cleaned by Bob,Bob cleaned Wendy,-30.818363189697266,-38.2205924987793,7.402229309082031
clear,V020,2b,(a) Agent-Patient,The room was cleared by Bob,Bob cleared the room,-19.77035903930664,-29.36658477783203,9.59622573852539
coil,V011,2b,(a) Agent-Patient,The leash was coiled by Bob,Bob coiled the leash,-32.40943145751953,-46.77194595336914,14.36251449584961
comfort,V311,2b,(b) Theme-Experiencer,Wendy was comforted by Bob,Bob comforted Wendy,-30.471393585205078,-36.062992095947266,5.5915985107421875
commence,V148,2b,(a) Agent-Patient,The argument was commenced by Bob,Bob commenced the argument,-26.59000015258789,-36.44308090209961,9.853080749511719
complete,V153,2b,(a) Agent-Patient,The race was completed by Bob,Bob completed the race,-21.846664428710938,-27.10999298095703,5.263328552246094
compliment,V233,2b,(a) Agent-Patient,Wendy was complimented by Bob,Bob complimented Wendy,-33.14783477783203,-36.45462417602539,3.3067893981933594
compose,V073,2a,(a) Agent-Patient,The song was composed by Bob,Bob composed the song,-21.70287322998047,-24.716201782226562,3.0133285522460938
confirm,V413,2a,(d) Other Passivizable,The allegation was confirmed by Bob,Bob confirmed the allegation,-21.030364990234375,-27.86931037902832,6.838945388793945
congratulate,V234,2a,(a) Agent-Patient,Wendy was congratulated by Bob,Bob congratulated Wendy,-29.456439971923828,-35.521976470947266,6.0655364990234375
consume,V118,2a,(a) Agent-Patient,The snack was consumed by Bob,Bob consumed the snack,-24.68863296508789,-42.64751434326172,17.958881378173828
continue,V149,2a,(a) Agent-Patient,The conversation was continued by Bob,Bob continued the conversation,-21.0980224609375,-29.578523635864258,8.480501174926758
converse with,V266,2a,(a) Agent-Patient,Wendy was conversed with by Bob,Bob conversed with Wendy,-47.754791259765625,-53.843055725097656,6.088264465332031
cook,V139,2b,(a) Agent-Patient,The pizza was cooked by Bob,Bob cooked the pizza,-24.14316749572754,-35.61521911621094,11.472051620483398
cooperate with,V249,2a,(a) Agent-Patient,Wendy was cooperated with by Bob,Bob cooperated with Wendy,-33.55585479736328,-49.554134368896484,15.998279571533203
copy,V212,2b,(a) Agent-Patient,Wendy was copied by Bob,Bob copied Wendy,-31.303348541259766,-33.35615539550781,2.052806854248047
court,V253,2a,(a) Agent-Patient,Wendy was courted by Bob,Bob courted Wendy,-31.864097595214844,-41.299049377441406,9.434951782226562
cover,V168,2a,(a) Agent-Patient,Wendy was covered by Bob,Bob covered Wendy,-27.468585968017578,-37.057655334472656,9.589069366455078
crack,V127,2b,(a) Agent-Patient,The mirror was cracked by Bob,Bob cracked the mirror,-25.706787109375,-39.30032730102539,13.59354019165039
crease,V134,2b,(a) Agent-Patient,The T-shirt was creased by Bob,Bob creased the T-shirt,-35.01543426513672,-46.42289733886719,11.407463073730469
create,V410,2b,(d) Other Passivizable,The theory was created by Bob,Bob created the theory,-23.487720489501953,-29.365949630737305,5.878229141235352
criticize,V241,2b,(a) Agent-Patient,Wendy was criticized by Bob,Bob criticized Wendy,-26.722572326660156,-33.14286804199219,6.420295715332031
crush,V157,2a,(a) Agent-Patient,Wendy was crushed by Bob,Bob crushed Wendy,-29.032808303833008,-34.144168853759766,5.111360549926758
cuddle,V254,2b,(a) Agent-Patient,Wendy was cuddled by Bob,Bob cuddled Wendy,-43.61656188964844,-48.51633834838867,4.899776458740234
cut,V210,2b,(a) Agent-Patient,Wendy was cut by Bob,Bob cut Wendy,-29.832273483276367,-33.953208923339844,4.120935440063477
dangle,V004,2a,(a) Agent-Patient,The string was dangled by Bob,Bob dangled the string,-30.256853103637695,-44.09800720214844,13.841154098510742
date,V255,2a,(a) Agent-Patient,Wendy was dated by Bob,Bob dated Wendy,-26.794475555419922,-39.717716217041016,12.923240661621094
dazzle,V312,2a,(b) Theme-Experiencer,Wendy was dazzled by Bob,Bob dazzled Wendy,-36.37311553955078,-39.6860237121582,3.312908172607422
decorate,V067,2b,(a) Agent-Patient,The hall was decorated by Bob,Bob decorated the hall,-25.666475296020508,-35.30146026611328,9.634984970092773
delete,V019,2a,(a) Agent-Patient,The file was deleted by Bob,Bob deleted the file,-18.31458854675293,-29.29975128173828,10.985162734985352
demolish,V120,2b,(a) Agent-Patient,The stadium was demolished by Bob,Bob demolished the stadium,-26.223716735839844,-32.43583297729492,6.212116241455078
demonstrate,V414,2b,(d) Other Passivizable,The reasoning was demonstrated by Bob,Bob demonstrated the reasoning,-25.44940948486328,-34.92987060546875,9.480461120605469
depress,V313,2b,(b) Theme-Experiencer,Wendy was depressed by Bob,Bob depressed Wendy,-30.28455352783203,-37.300968170166016,7.016414642333984
desert,V287,2a,(a) Agent-Patient,Wendy was deserted by Bob,Bob deserted Wendy,-31.303428649902344,-36.97262191772461,5.669193267822266
design,V074,2b,(a) Agent-Patient,The cover was designed by Bob,Bob designed the cover,-25.25705909729004,-30.926313400268555,5.669254302978516
despise,V383,2b,(c) Experiencer-Theme,Wendy was despised by Bob,Bob despised Wendy,-30.636831283569336,-35.757972717285156,5.12114143371582
destroy,V121,2a,(a) Agent-Patient,The city was destroyed by Bob,Bob destroyed the city,-19.35311508178711,-28.125267028808594,8.772151947021484
detect,V394,2a,(c) Experiencer-Theme,The sound was detected by Bob,Bob detected the sound,-20.302101135253906,-31.08045768737793,10.778356552124023
detest,V384,2a,(c) Experiencer-Theme,Wendy was detested by Bob,Bob detested Wendy,-41.95948791503906,-42.87126541137695,0.9117774963378906
devour,V119,2b,(a) Agent-Patient,The starter was devoured by Bob,Bob devoured the starter,-30.316246032714844,-41.7507438659668,11.434497833251953
direct,V082,2b,(a) Agent-Patient,The video was directed by Bob,Bob directed the video,-25.46044921875,-26.997711181640625,1.537261962890625
disagree with,V250,2b,(a) Agent-Patient,Wendy was disagreed with by Bob,Bob disagreed with Wendy,-31.17182159423828,-40.83064651489258,9.658824920654297
discover,V354,2b,(c) Experiencer-Theme,Wendy was discovered by Bob,Bob discovered Wendy,-25.688060760498047,-32.57532501220703,6.887264251708984
disgust,V314,2b,(b) Theme-Experiencer,Wendy was disgusted by Bob,Bob disgusted Wendy,-30.660423278808594,-34.507503509521484,3.8470802307128906
dislike,V385,2b,(c) Experiencer-Theme,Wendy was disliked by Bob,Bob disliked Wendy,-30.999732971191406,-35.74496078491211,4.745227813720703
dispatch,V275,2b,(a) Agent-Patient,Wendy was dispatched by Bob,Bob dispatched Wendy,-28.992305755615234,-37.161590576171875,8.16928482055664
distract,V315,2a,(b) Theme-Experiencer,Wendy was distracted by Bob,Bob distracted Wendy,-28.50375747680664,-34.407249450683594,5.903491973876953
distrust,V386,2a,(c) Experiencer-Theme,Wendy was distrusted by Bob,Bob distrusted Wendy,-41.61353302001953,-47.030548095703125,5.417015075683594
disturb,V316,2b,(b) Theme-Experiencer,Wendy was disturbed by Bob,Bob disturbed Wendy,-29.490249633789062,-35.452701568603516,5.962451934814453
divide,V056,2b,(a) Agent-Patient,The pudding was divided by Bob,Bob divided the pudding,-30.768598556518555,-43.05514144897461,12.286542892456055
divorce,V232,2a,(a) Agent-Patient,Wendy was divorced by Bob,Bob divorced Wendy,-28.543638229370117,-36.27591323852539,7.732275009155273
dodge,V224,2a,(a) Agent-Patient,Wendy was dodged by Bob,Bob dodged Wendy,-32.380035400390625,-42.33315658569336,9.953121185302734
drag,V180,2b,(a) Agent-Patient,Wendy was dragged by Bob,Bob dragged Wendy,-28.06205177307129,-34.24241256713867,6.180360794067383
drink,V108,2a,(a) Agent-Patient,The tea was drunk by Bob,Bob drank the tea,-25.635372161865234,-39.761451721191406,14.126079559326172
dread,V387,2b,(c) Experiencer-Theme,Wendy was dreaded by Bob,Bob dreaded Wendy,-31.38768768310547,-39.81120681762695,8.423519134521484
dress,V273,2a,(a) Agent-Patient,Wendy was dressed by Bob,Bob dressed Wendy,-30.016305923461914,-34.19485092163086,4.178544998168945
draw,V063,2b,(a) Agent-Patient,The cat was drawn by Bob,Bob drew the cat,-23.876564025878906,-34.858795166015625,10.982231140136719
drop,V158,2a,(a) Agent-Patient,Wendy was dropped by Bob,Bob dropped Wendy,-28.15959930419922,-32.109317779541016,3.949718475341797
drive,V030,2b,(a) Agent-Patient,The car was driven by Bob,Bob drove the car,-17.86309051513672,-25.091981887817383,7.228891372680664
drown,V281,2b,(a) Agent-Patient,Wendy was drowned by Bob,Bob drowned Wendy,-29.039779663085938,-38.087528228759766,9.047748565673828
dump,V005,2b,(a) Agent-Patient,The waste was dumped by Bob,Bob dumped the waste,-21.348806381225586,-35.90049362182617,14.551687240600586
earn,V034,2a,(a) Agent-Patient,The bonus was earned by Bob,Bob earned the bonus,-23.6345157623291,-32.74452209472656,9.110006332397461
eliminate,V276,2a,(a) Agent-Patient,Wendy was eliminated by Bob,Bob eliminated Wendy,-29.408336639404297,-36.440513610839844,7.032176971435547
elude,V225,2b,(a) Agent-Patient,Wendy was eluded by Bob,Bob eluded Wendy,-29.294795989990234,-39.90148162841797,10.606685638427734
embarass,V317,2a,(b) Theme-Experiencer,Wendy was embarassed by Bob,Bob embarassed Wendy,-47.87557601928711,-48.81350326538086,0.93792724609375
embrace,V256,2a,(a) Agent-Patient,Wendy was embraced by Bob,Bob embraced Wendy,-28.40363883972168,-37.62739944458008,9.223760604858398
empty,V021,2a,(a) Agent-Patient,The glass was emptied by Bob,Bob emptied the glass,-26.43642234802246,-38.18812561035156,11.751703262329102
encourage,V318,2b,(b) Theme-Experiencer,Wendy was encouraged by Bob,Bob encouraged Wendy,-30.340187072753906,-33.49761199951172,3.1574249267578125
end,V150,2b,(a) Agent-Patient,The discussion was ended by Bob,Bob ended the discussion,-19.821563720703125,-29.622962951660156,9.801399230957031
enrage,V319,2a,(b) Theme-Experiencer,Wendy was enraged by Bob,Bob enraged Wendy,-29.61263656616211,-34.86520767211914,5.252571105957031
entertain,V320,2b,(b) Theme-Experiencer,Wendy was entertained by Bob,Bob entertained Wendy,-29.998023986816406,-36.45343017578125,6.455406188964844
envy,V388,2b,(c) Experiencer-Theme,Wendy was envied by Bob,Bob envied Wendy,-38.70220184326172,-41.308528900146484,2.6063270568847656
escort,V297,2a,(a) Agent-Patient,Wendy was escorted by Bob,Bob escorted Wendy,-31.191116333007812,-35.09117889404297,3.9000625610351562
examine,V355,2a,(c) Experiencer-Theme,Wendy was examined by Bob,Bob examined Wendy,-27.38720703125,-34.64860916137695,7.261402130126953
excuse,V235,2b,(a) Agent-Patient,Wendy was excused by Bob,Bob excused Wendy,-33.686119079589844,-44.29520797729492,10.609088897705078
execute,V277,2b,(a) Agent-Patient,Wendy was executed by Bob,Bob executed Wendy,-30.50201416015625,-32.33948516845703,1.8374710083007812
expel,V172,2b,(a) Agent-Patient,Wendy was expelled by Bob,Bob expelled Wendy,-30.093711853027344,-35.93942642211914,5.845714569091797
explain,V415,2a,(d) Other Passivizable,The problem was explained by Bob,Bob explained the problem,-19.01020622253418,-27.184476852416992,8.174270629882812
exterminate,V122,2b,(a) Agent-Patient,The spider was exterminated by Bob,Bob exterminated the spider,-37.72908020019531,-46.995582580566406,9.266502380371094
fascinate,V321,2a,(b) Theme-Experiencer,Wendy was fascinated by Bob,Bob fascinated Wendy,-29.494556427001953,-33.52170181274414,4.0271453857421875
fear,V389,2a,(c) Experiencer-Theme,Wendy was feared by Bob,Bob feared Wendy,-31.213050842285156,-34.471534729003906,3.25848388671875
feed,V271,2a,(a) Agent-Patient,Wendy was fed by Bob,Bob fed Wendy,-32.669254302978516,-34.48147964477539,1.812225341796875
feel,V396,2a,(c) Experiencer-Theme,The heat was felt by Bob,Bob felt the heat,-18.495723724365234,-33.09768295288086,14.601959228515625
fill,V013,2a,(a) Agent-Patient,The sink was filled by Bob,Bob filled the sink,-27.16453742980957,-39.85841369628906,12.693876266479492
film,V213,2a,(a) Agent-Patient,Wendy was filmed by Bob,Bob filmed Wendy,-27.64026641845703,-32.2943115234375,4.654045104980469
finish,V151,2a,(a) Agent-Patient,The hamburger was finished by Bob,Bob finished the hamburger,-30.00912857055664,-40.30194091796875,10.29281234741211
