Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
"carry (i.e., hold a certain number of people)",V445,1b,(e) Non-Passivizable,500 tonnes was carried by the bridge.,The bridge carried 500 tonnes.,-39.39887619018555,-34.35911560058594,-5.039760589599609
seat,V450,2a,(e) Non-Passivizable,60 people were seated by the bus.,The bus seated 60 people.,-35.340736389160156,-31.787822723388672,-3.5529136657714844
seat,V450,2b,(e) Non-Passivizable,60 people were seated by the bus.,The bus seated 60 people.,-35.340736389160156,-31.787822723388672,-3.5529136657714844
weigh,V441,2a,(e) Non-Passivizable,7 pounds was weighed by the baby.,The baby weighed 7 pounds.,-25.931751251220703,-37.3862190246582,11.4544677734375
weigh,V441,2b,(e) Non-Passivizable,7 pounds was weighed by the baby.,The baby weighed 7 pounds.,-25.931751251220703,-37.3862190246582,11.4544677734375
register,V439,1a,(e) Non-Passivizable,80Kg was registered by the scales.,The scales registered 80kg.,-42.58335494995117,-54.76500701904297,12.181652069091797
register,V439,1b,(e) Non-Passivizable,80Kg was registered by the scales.,The scales registered 80kg.,-42.58335494995117,-54.76500701904297,12.181652069091797
be,V459,2a,(e) Non-Passivizable,A father was been by Bob.,Bob was a father.,-17.63420867919922,-49.97062301635742,32.3364143371582
be,V459,2b,(e) Non-Passivizable,A father was been by Bob.,Bob was a father.,-17.63420867919922,-49.97062301635742,32.3364143371582
be,V459,1a,(e) Non-Passivizable,A father was been by Homer.,Homer was a father.,-26.30485725402832,-47.40458679199219,21.099729537963867
lack,V456,2a,(e) Non-Passivizable,A garden was lacked by the cottate.,The cottage lacked a garden.,-33.629798889160156,-66.41903686523438,32.78923797607422
lack,V456,2b,(e) Non-Passivizable,A garden was lacked by the cottate.,The cottage lacked a garden.,-33.629798889160156,-66.41903686523438,32.78923797607422
"carry (i.e., hold a certain number of people)",V445,2a,(e) Non-Passivizable,A heavy fine was carried by the crime.,The crime carried a heavy fine.,-30.84354019165039,-43.99259948730469,13.149059295654297
"carry (i.e., hold a certain number of people)",V445,2b,(e) Non-Passivizable,A heavy fine was carried by the crime.,The crime carried a heavy fine.,-30.84354019165039,-43.99259948730469,13.149059295654297
be,V459,1b,(e) Non-Passivizable,A mother was been by Marge.,Marge was a mother.,-26.543312072753906,-50.3651123046875,23.821800231933594
weigh,V441,1a,(e) Non-Passivizable,A tonne was weighed by the horse.,The horse weighed a tonne.,-30.123390197753906,-39.49679946899414,9.373409271240234
weigh,V441,1b,(e) Non-Passivizable,A tonne was weighed by the horse.,The horse weighed a tonne.,-30.123390197753906,-39.49679946899414,9.373409271240234
"take (i.e., carry on for a certiain length of time)",V444,1a,(e) Non-Passivizable,An afternoon was taken by the lesson.,The lesson took an afternoon.,-35.08223342895508,-38.29125213623047,3.2090187072753906
"take (i.e., carry on for a certiain length of time)",V444,1b,(e) Non-Passivizable,An afternoon was taken by the lesson.,The lesson took an afternoon.,-35.08223342895508,-38.29125213623047,3.2090187072753906
last,V443,1a,(e) Non-Passivizable,An hour was lasted by the film.,The film lasted an hour.,-26.490398406982422,-36.914329528808594,10.423931121826172
last,V443,1b,(e) Non-Passivizable,An hour was lasted by the film.,The film lasted an hour.,-26.490398406982422,-36.914329528808594,10.423931121826172
"take (i.e., carry on for a certiain length of time)",V444,2a,(e) Non-Passivizable,An hour was taken by the meal.,The meal took an hour.,-24.564559936523438,-31.91132926940918,7.346769332885742
"take (i.e., carry on for a certiain length of time)",V444,2b,(e) Non-Passivizable,An hour was taken by the meal.,The meal took an hour.,-24.564559936523438,-31.91132926940918,7.346769332885742
spew,V470,2a,(e) Non-Passivizable,Ash was spewed by the volcano.,The volcano spewed ash.,-25.408863067626953,-37.71398162841797,12.305118560791016
spew,V470,2b,(e) Non-Passivizable,Ash was spewed by the volcano.,The volcano spewed ash.,-25.408863067626953,-37.71398162841797,12.305118560791016
gush,V465,1a,(e) Non-Passivizable,Blood was gushed by the wound.,The wound gushed blood.,-34.8242301940918,-34.14019775390625,-0.6840324401855469
gush,V465,1b,(e) Non-Passivizable,Blood was gushed by the wound.,The wound gushed blood.,-34.8242301940918,-34.14019775390625,-0.6840324401855469
stream,V474,1a,(e) Non-Passivizable,Blood was streamed by the cut.,The cut streamed blood.,-42.15008544921875,-42.084388732910156,-0.06569671630859375
stream,V474,1b,(e) Non-Passivizable,Blood was streamed by the cut.,The cut streamed blood.,-42.15008544921875,-42.084388732910156,-0.06569671630859375
sweat,V475,2a,(e) Non-Passivizable,Blood was sweated by the workman.,The workman sweated blood.,-37.86631774902344,-45.25244903564453,7.386131286621094
sweat,V475,2b,(e) Non-Passivizable,Blood was sweated by the workman.,The workman sweated blood.,-37.86631774902344,-45.25244903564453,7.386131286621094
abandon,V286,2b,(a) Agent-Patient,Wendy was abandonned by Bob.,Bob abandonned Wendy.,-43.04753875732422,-52.92081069946289,9.873271942138672
accept,V401,2b,(d) Other Passivizable,The present was accepted by Bob.,Bob accepted the present.,-26.448760986328125,-38.442527770996094,11.993766784667969
accompany,V296,2b,(a) Agent-Patient,Wendy was accompanied by Bob.,Bob accompanied Wendy.,-25.910945892333984,-34.478553771972656,8.567607879638672
admire,V346,2b,(c) Experiencer-Theme,Wendy was admired by Bob.,Bob admired Wendy.,-29.202564239501953,-37.636070251464844,8.43350601196289
adore,V347,2a,(c) Experiencer-Theme,Wendy was adored by Bob.,Bob adored Wendy.,-31.458473205566406,-38.103759765625,6.645286560058594
advise,V268,2b,(a) Agent-Patient,Wendy was advised by Bob.,Bob advised Wendy.,-28.154041290283203,-33.8129768371582,5.658935546875
aggravate,V302,2a,(b) Theme-Experiencer,Wendy was aggravated by Bob.,Bob aggravated Wendy.,-32.502811431884766,-43.829734802246094,11.326923370361328
agree with,V247,2a,(a) Agent-Patient,Wendy was agreed with by Bob.,Bob agreed with Wendy.,-26.82931137084961,-47.06294250488281,20.233631134033203
alter,V080,2b,(a) Agent-Patient,The plan was altered by Bob.,Bob altered the plan.,-24.12063217163086,-36.42634201049805,12.305709838867188
amaze,V303,2b,(b) Theme-Experiencer,Wendy was amazed by Bob.,Bob amazed Wendy.,-28.743711471557617,-37.99656677246094,9.25285530090332
amuse,V304,2a,(b) Theme-Experiencer,Wendy was amused by Bob.,Bob amused Wendy.,-29.396547317504883,-38.759033203125,9.362485885620117
anger,V305,2b,(b) Theme-Experiencer,Wendy was angered by Bob.,Bob angered Wendy.,-26.698347091674805,-37.70153045654297,11.003183364868164
announce,V103,2a,(a) Agent-Patient,The date was announced by Bob.,Bob announced the date.,-22.752410888671875,-32.70302963256836,9.950618743896484
annoy,V306,2a,(b) Theme-Experiencer,Wendy was annoyed by Bob.,Bob annoyed Wendy.,-25.462867736816406,-37.616119384765625,12.153251647949219
appluad,V220,2a,(a) Agent-Patient,Wendy was appluaded by Bob.,Bob appluaded Wendy.,-55.33568572998047,-62.42392349243164,7.088237762451172
appreciate,V370,2b,(c) Experiencer-Theme,Wendy was appreciated by Bob.,Bob appreciated Wendy.,-28.099380493164062,-37.76401138305664,9.664630889892578
argue with,V248,2b,(a) Agent-Patient,Wendy was argued with by Bob.,Bob argued with Wendy.,-29.15827751159668,-45.83038330078125,16.67210578918457
arrange,V001,2b,(a) Agent-Patient,The display was arranged by Bob.,Bob arranged the display.,-26.668790817260742,-34.49183654785156,7.82304573059082
ask,V088,2b,(a) Agent-Patient,The question was asked by Bob.,Bob asked the question.,-17.109338760375977,-29.332035064697266,12.222696304321289
assassinate,V228,2a,(a) Agent-Patient,Wendy was assassinated by Bob.,Bob assassinated Wendy.,-30.382322311401367,-36.14188003540039,5.759557723999023
assert,V412,2b,(d) Other Passivizable,The argument was asserted by Bob.,Bob asserted the argument.,-25.227336883544922,-35.553592681884766,10.326255798339844
astonish,V307,2b,(b) Theme-Experiencer,Wendy was astonished by Bob.,Bob astonished Wendy.,-31.741363525390625,-39.34707260131836,7.605709075927734
eat,V156,2b,(a) Agent-Patient,Wendy was eaten by Bob.,Bob ate Wendy.,-26.514846801757812,-34.643768310546875,8.128921508789062
avoid,V223,2b,(a) Agent-Patient,Wendy was avoided by Bob.,Bob avoided Wendy.,-28.098920822143555,-39.43016815185547,11.331247329711914
bake,V137,2b,(a) Agent-Patient,The bread was baked by Bob.,Bob baked the bread.,-23.448410034179688,-36.04661560058594,12.59820556640625
banish,V229,2a,(a) Agent-Patient,Wendy was banished by Bob.,Bob banished Wendy.,-30.94800567626953,-35.901397705078125,4.953392028808594
bark,V093,2a,(a) Agent-Patient,The reply was barked by Bob.,Bob barked the reply.,-26.872709274291992,-39.328372955322266,12.455663681030273
beat,V077,2a,(a) Agent-Patient,The batter was beaten by Bob.,Bob beat the batter.,-27.427499771118164,-38.33980941772461,10.912309646606445
begin,V147,2a,(a) Agent-Patient,The story was begun by Bob.,Bob began the story.,-20.419208526611328,-34.586273193359375,14.167064666748047
believe,V371,2b,(c) Experiencer-Theme,Wendy was believed by Bob.,Bob believed Wendy.,-29.408477783203125,-40.90654373168945,11.498065948486328
bend,V135,2a,(a) Agent-Patient,The branch was bent by Bob.,Bob bent the branch.,-27.086830139160156,-41.70332336425781,14.616493225097656
bite,V198,2b,(a) Agent-Patient,Wendy was bitten by Bob.,Bob bit Wendy.,-25.218090057373047,-35.27377700805664,10.055686950683594
block,V043,2a,(a) Agent-Patient,The pipe was blocked by Bob.,Bob blocked the pipe.,-23.853954315185547,-36.433876037597656,12.57992172241211
boil,V138,2a,(a) Agent-Patient,The water was boiled by Bob.,Bob boiled the water.,-26.071178436279297,-37.777427673339844,11.706249237060547
borrow,V035,2b,(a) Agent-Patient,The game was borrowed by Bob.,Bob borrowed the game.,-24.231727600097656,-33.45734405517578,9.225616455078125
bother,V308,2b,(b) Theme-Experiencer,Wendy was bothered by Bob.,Bob bothered Wendy.,-26.68592071533203,-39.34534454345703,12.659423828125
buy,V033,2b,(a) Agent-Patient,The book was bought by Bob.,Bob bought the book.,-19.46938133239746,-29.54153060913086,10.072149276733398
bounce,V028,2b,(a) Agent-Patient,The football was bounced by Bob.,Bob bounced the football.,-29.360225677490234,-47.34986877441406,17.989643096923828
break,V125,2b,(a) Agent-Patient,The plate was broken by Bob.,Bob broke the plate.,-22.444381713867188,-33.54357147216797,11.099189758300781
bring,V029,2a,(a) Agent-Patient,The food was brought by Bob.,Bob brought the food.,-24.22662353515625,-35.645103454589844,11.418479919433594
build,V068,2a,(a) Agent-Patient,The castle was built by Bob.,Bob built the castle.,-22.576805114746094,-31.410449981689453,8.83364486694336
burn,V143,2b,(a) Agent-Patient,The toast was burnt by Bob.,Bob burnt the toast.,-30.740720748901367,-41.64307403564453,10.902353286743164
butter,V015,2a,(a) Agent-Patient,The toast was buttered by Bob.,Bob buttered the toast.,-32.685142517089844,-39.387821197509766,6.702678680419922
button,V049,2a,(a) Agent-Patient,The coat was buttoned by Bob.,Bob buttoned the coat.,-34.014892578125,-40.37409973144531,6.3592071533203125
call,V262,2b,(a) Agent-Patient,Wendy was called by Bob.,Bob called Wendy.,-23.155269622802734,-33.68092346191406,10.525653839111328
calm,V309,2a,(b) Theme-Experiencer,Wendy was calmed by Bob.,Bob calmed Wendy.,-33.642940521240234,-43.59762191772461,9.954681396484375
capture,V154,2a,(a) Agent-Patient,Wendy was captured by Bob.,Bob captured Wendy.,-27.952510833740234,-35.07736587524414,7.124855041503906
carry,V179,2a,(a) Agent-Patient,Wendy was carried by Bob.,Bob carried Wendy.,-29.150259017944336,-38.66475296020508,9.514493942260742
carve,V045,2a,(a) Agent-Patient,The wood was carved by Bob.,Bob carved the wood.,-24.678964614868164,-35.27931213378906,10.600347518920898
catch,V184,2a,(a) Agent-Patient,Wendy was caught by Bob.,Bob caught Wendy.,-27.712913513183594,-36.74357223510742,9.030658721923828
chant,V081,2a,(a) Agent-Patient,The prayer was chanted by Bob.,Bob chanted the prayer.,-28.583961486816406,-36.073543548583984,7.489582061767578
chase,V289,2a,(a) Agent-Patient,Wendy was chased by Bob.,Bob chased Wendy.,-24.711776733398438,-36.27097702026367,11.559200286865234
chat to,V265,2b,(a) Agent-Patient,Wendy was chatted to by Bob.,Bob chatted to Wendy.,-24.230731964111328,-38.33547592163086,14.104743957519531
cheer up,V310,2b,(b) Theme-Experiencer,Wendy was cheered up by Bob.,Bob cheered up Wendy.,-32.34857177734375,-41.45576858520508,9.107196807861328
chew,V109,2a,(a) Agent-Patient,The gum was chewed by Bob.,Bob chewed the gum.,-30.030221939086914,-38.454002380371094,8.42378044128418
chip,V126,2a,(a) Agent-Patient,The bowl was chipped by Bob.,Bob chipped the bowl.,-30.354419708251953,-40.17877960205078,9.824359893798828
chop,V046,2b,(a) Agent-Patient,The onion was chopped by Bob.,Bob chopped the onion.,-21.547412872314453,-38.107913970947266,16.560501098632812
choose,V185,2b,(a) Agent-Patient,Wendy was chosen by Bob.,Bob chose Wendy.,-25.933629989624023,-34.621726989746094,8.68809700012207
claw,V199,2a,(a) Agent-Patient,Wendy was clawed by Bob.,Bob clawed Wendy.,-32.25910568237305,-43.192508697509766,10.933403015136719
clean,V173,2a,(a) Agent-Patient,Wendy was cleaned by Bob.,Bob cleaned Wendy.,-32.0682487487793,-39.736793518066406,7.668544769287109
clear,V020,2b,(a) Agent-Patient,The room was cleared by Bob.,Bob cleared the room.,-19.2369327545166,-32.0790901184082,12.842157363891602
coil,V011,2b,(a) Agent-Patient,The leash was coiled by Bob.,Bob coiled the leash.,-37.71199417114258,-37.88610076904297,0.17410659790039062
comfort,V311,2b,(b) Theme-Experiencer,Wendy was comforted by Bob.,Bob comforted Wendy.,-24.604394912719727,-38.55807113647461,13.953676223754883
commence,V148,2b,(a) Agent-Patient,The argument was commenced by Bob.,Bob commenced the argument.,-24.991222381591797,-37.87599182128906,12.884769439697266
complete,V153,2b,(a) Agent-Patient,The race was completed by Bob.,Bob completed the race.,-23.78707504272461,-37.756717681884766,13.969642639160156
compliment,V233,2b,(a) Agent-Patient,Wendy was complimented by Bob.,Bob complimented Wendy.,-25.607053756713867,-39.00956726074219,13.40251350402832
compose,V073,2a,(a) Agent-Patient,The song was composed by Bob.,Bob composed the song.,-23.218339920043945,-27.340408325195312,4.122068405151367
confirm,V413,2a,(d) Other Passivizable,The allegation was confirmed by Bob.,Bob confirmed the allegation.,-20.387420654296875,-31.264196395874023,10.876775741577148
congratulate,V234,2a,(a) Agent-Patient,Wendy was congratulated by Bob.,Bob congratulated Wendy.,-29.089221954345703,-36.13753890991211,7.048316955566406
consume,V118,2a,(a) Agent-Patient,The snack was consumed by Bob.,Bob consumed the snack.,-30.40778923034668,-36.24620056152344,5.838411331176758
continue,V149,2a,(a) Agent-Patient,The conversation was continued by Bob.,Bob continued the conversation.,-18.31899642944336,-32.37010955810547,14.05111312866211
converse with,V266,2a,(a) Agent-Patient,Wendy was conversed with by Bob.,Bob conversed with Wendy.,-28.04885482788086,-51.4377555847168,23.388900756835938
cook,V139,2b,(a) Agent-Patient,The pizza was cooked by Bob.,Bob cooked the pizza.,-22.549711227416992,-31.460166931152344,8.910455703735352
cooperate with,V249,2a,(a) Agent-Patient,Wendy was cooperated with by Bob.,Bob cooperated with Wendy.,-26.239845275878906,-47.01238250732422,20.772537231445312
copy,V212,2b,(a) Agent-Patient,Wendy was copied by Bob.,Bob copied Wendy.,-33.54991149902344,-35.131874084472656,1.5819625854492188
court,V253,2a,(a) Agent-Patient,Wendy was courted by Bob.,Bob courted Wendy.,-29.752819061279297,-39.666221618652344,9.913402557373047
cover,V168,2a,(a) Agent-Patient,Wendy was covered by Bob.,Bob covered Wendy.,-29.334762573242188,-35.71508026123047,6.380317687988281
crack,V127,2b,(a) Agent-Patient,The mirror was cracked by Bob.,Bob cracked the mirror.,-23.45627212524414,-38.239593505859375,14.783321380615234
crease,V134,2b,(a) Agent-Patient,The T-shirt was creased by Bob.,Bob creased the T-shirt.,-25.98249626159668,-46.392826080322266,20.410329818725586
create,V410,2b,(d) Other Passivizable,The theory was created by Bob.,Bob created the theory.,-23.210424423217773,-31.355926513671875,8.145502090454102
criticize,V241,2b,(a) Agent-Patient,Wendy was criticized by Bob.,Bob criticized Wendy.,-30.083621978759766,-38.092063903808594,8.008441925048828
crush,V157,2a,(a) Agent-Patient,Wendy was crushed by Bob.,Bob crushed Wendy.,-30.54515838623047,-37.20066833496094,6.655509948730469
cuddle,V254,2b,(a) Agent-Patient,Wendy was cuddled by Bob.,Bob cuddled Wendy.,-31.847515106201172,-40.78077697753906,8.93326187133789
cut,V210,2b,(a) Agent-Patient,Wendy was cut by Bob.,Bob cut Wendy.,-26.916006088256836,-35.33313751220703,8.417131423950195
dangle,V004,2a,(a) Agent-Patient,The string was dangled by Bob.,Bob dangled the string.,-27.542922973632812,-43.533294677734375,15.990371704101562
date,V255,2a,(a) Agent-Patient,Wendy was dated by Bob.,Bob dated Wendy.,-24.721111297607422,-42.257957458496094,17.536846160888672
dazzle,V312,2a,(b) Theme-Experiencer,Wendy was dazzled by Bob.,Bob dazzled Wendy.,-33.03733444213867,-40.43489456176758,7.397560119628906
decorate,V067,2b,(a) Agent-Patient,The hall was decorated by Bob.,Bob decorated the hall.,-25.308589935302734,-33.962059020996094,8.65346908569336
delete,V019,2a,(a) Agent-Patient,The file was deleted by Bob.,Bob deleted the file.,-23.261241912841797,-31.03738021850586,7.7761383056640625
demolish,V120,2b,(a) Agent-Patient,The stadium was demolished by Bob.,Bob demolished the stadium.,-24.78219985961914,-36.60283660888672,11.820636749267578
demonstrate,V414,2b,(d) Other Passivizable,The reasoning was demonstrated by Bob.,Bob demonstrated the reasoning.,-28.91390609741211,-37.9294319152832,9.015525817871094
depress,V313,2b,(b) Theme-Experiencer,Wendy was depressed by Bob.,Bob depressed Wendy.,-29.983867645263672,-40.827423095703125,10.843555450439453
desert,V287,2a,(a) Agent-Patient,Wendy was deserted by Bob.,Bob deserted Wendy.,-27.89554214477539,-40.066253662109375,12.170711517333984
design,V074,2b,(a) Agent-Patient,The cover was designed by Bob.,Bob designed the cover.,-21.550086975097656,-29.736164093017578,8.186077117919922
despise,V383,2b,(c) Experiencer-Theme,Wendy was despised by Bob.,Bob despised Wendy.,-28.979713439941406,-37.91481018066406,8.935096740722656
destroy,V121,2a,(a) Agent-Patient,The city was destroyed by Bob.,Bob destroyed the city.,-22.01282501220703,-37.66072082519531,15.647895812988281
detect,V394,2a,(c) Experiencer-Theme,The sound was detected by Bob.,Bob detected the sound.,-25.80386734008789,-36.73596954345703,10.93210220336914
detest,V384,2a,(c) Experiencer-Theme,Wendy was detested by Bob.,Bob detested Wendy.,-31.993122100830078,-46.64230728149414,14.649185180664062
devour,V119,2b,(a) Agent-Patient,The starter was devoured by Bob.,Bob devoured the starter.,-31.488567352294922,-41.70051574707031,10.21194839477539
direct,V082,2b,(a) Agent-Patient,The video was directed by Bob.,Bob directed the video.,-21.41978645324707,-29.397680282592773,7.977893829345703
disagree with,V250,2b,(a) Agent-Patient,Wendy was disagreed with by Bob.,Bob disagreed with Wendy.,-27.118913650512695,-40.85239028930664,13.733476638793945
discover,V354,2b,(c) Experiencer-Theme,Wendy was discovered by Bob.,Bob discovered Wendy.,-26.74645233154297,-34.85300827026367,8.106555938720703
disgust,V314,2b,(b) Theme-Experiencer,Wendy was disgusted by Bob.,Bob disgusted Wendy.,-32.50016403198242,-37.03340148925781,4.533237457275391
dislike,V385,2b,(c) Experiencer-Theme,Wendy was disliked by Bob.,Bob disliked Wendy.,-24.502273559570312,-38.62689971923828,14.124626159667969
dispatch,V275,2b,(a) Agent-Patient,Wendy was dispatched by Bob.,Bob dispatched Wendy.,-29.188783645629883,-36.37446594238281,7.18568229675293
distract,V315,2a,(b) Theme-Experiencer,Wendy was distracted by Bob.,Bob distracted Wendy.,-29.135360717773438,-37.78168487548828,8.646324157714844
distrust,V386,2a,(c) Experiencer-Theme,Wendy was distrusted by Bob.,Bob distrusted Wendy.,-38.5811653137207,-41.727867126464844,3.1467018127441406
disturb,V316,2b,(b) Theme-Experiencer,Wendy was disturbed by Bob.,Bob disturbed Wendy.,-31.226436614990234,-38.21424865722656,6.987812042236328
divide,V056,2b,(a) Agent-Patient,The pudding was divided by Bob.,Bob divided the pudding.,-32.67499923706055,-44.110389709472656,11.43539047241211
divorce,V232,2a,(a) Agent-Patient,Wendy was divorced by Bob.,Bob divorced Wendy.,-27.021026611328125,-39.36246871948242,12.341442108154297
dodge,V224,2a,(a) Agent-Patient,Wendy was dodged by Bob.,Bob dodged Wendy.,-25.954483032226562,-40.06309127807617,14.10860824584961
drag,V180,2b,(a) Agent-Patient,Wendy was dragged by Bob.,Bob dragged Wendy.,-30.895315170288086,-39.88578796386719,8.990472793579102
drink,V108,2a,(a) Agent-Patient,The tea was drunk by Bob.,Bob drank the tea.,-23.15898323059082,-35.335880279541016,12.176897048950195
dread,V387,2b,(c) Experiencer-Theme,Wendy was dreaded by Bob.,Bob dreaded Wendy.,-26.90867042541504,-41.89967346191406,14.991003036499023
dress,V273,2a,(a) Agent-Patient,Wendy was dressed by Bob.,Bob dressed Wendy.,-30.372173309326172,-39.253841400146484,8.881668090820312
draw,V063,2b,(a) Agent-Patient,The cat was drawn by Bob.,Bob drew the cat.,-24.014820098876953,-34.613243103027344,10.59842300415039
drop,V158,2a,(a) Agent-Patient,Wendy was dropped by Bob.,Bob dropped Wendy.,-29.077171325683594,-36.103580474853516,7.026409149169922
drive,V030,2b,(a) Agent-Patient,The car was driven by Bob.,Bob drove the car.,-19.747791290283203,-27.199495315551758,7.451704025268555
drown,V281,2b,(a) Agent-Patient,Wendy was drowned by Bob.,Bob drowned Wendy.,-31.829975128173828,-41.853668212890625,10.023693084716797
dump,V005,2b,(a) Agent-Patient,The waste was dumped by Bob.,Bob dumped the waste.,-27.963979721069336,-36.40904998779297,8.445070266723633
earn,V034,2a,(a) Agent-Patient,The bonus was earned by Bob.,Bob earned the bonus.,-31.32130241394043,-35.03178405761719,3.710481643676758
eliminate,V276,2a,(a) Agent-Patient,Wendy was eliminated by Bob.,Bob eliminated Wendy.,-26.016082763671875,-39.412559509277344,13.396476745605469
elude,V225,2b,(a) Agent-Patient,Wendy was eluded by Bob.,Bob eluded Wendy.,-32.5516242980957,-45.437164306640625,12.885540008544922
embarass,V317,2a,(b) Theme-Experiencer,Wendy was embarassed by Bob.,Bob embarassed Wendy.,-32.75952911376953,-43.6687126159668,10.909183502197266
embrace,V256,2a,(a) Agent-Patient,Wendy was embraced by Bob.,Bob embraced Wendy.,-26.494850158691406,-36.69861602783203,10.203765869140625
empty,V021,2a,(a) Agent-Patient,The glass was emptied by Bob.,Bob emptied the glass.,-25.38987922668457,-37.88921356201172,12.499334335327148
encourage,V318,2b,(b) Theme-Experiencer,Wendy was encouraged by Bob.,Bob encouraged Wendy.,-28.47306251525879,-35.17876052856445,6.705698013305664
end,V150,2b,(a) Agent-Patient,The discussion was ended by Bob.,Bob ended the discussion.,-22.257564544677734,-34.96415328979492,12.706588745117188
enrage,V319,2a,(b) Theme-Experiencer,Wendy was enraged by Bob.,Bob enraged Wendy.,-30.325626373291016,-36.645999908447266,6.32037353515625
entertain,V320,2b,(b) Theme-Experiencer,Wendy was entertained by Bob.,Bob entertained Wendy.,-24.84152603149414,-37.732139587402344,12.890613555908203
envy,V388,2b,(c) Experiencer-Theme,Wendy was envied by Bob.,Bob envied Wendy.,-31.763385772705078,-41.624755859375,9.861370086669922
escort,V297,2a,(a) Agent-Patient,Wendy was escorted by Bob.,Bob escorted Wendy.,-29.361656188964844,-38.31734085083008,8.955684661865234
examine,V355,2a,(c) Experiencer-Theme,Wendy was examined by Bob.,Bob examined Wendy.,-29.6908016204834,-35.803245544433594,6.112443923950195
excuse,V235,2b,(a) Agent-Patient,Wendy was excused by Bob.,Bob excused Wendy.,-26.38359832763672,-38.95119094848633,12.56759262084961
execute,V277,2b,(a) Agent-Patient,Wendy was executed by Bob.,Bob executed Wendy.,-31.36609649658203,-36.52510070800781,5.159004211425781
expel,V172,2b,(a) Agent-Patient,Wendy was expelled by Bob.,Bob expelled Wendy.,-30.84088134765625,-36.78861999511719,5.9477386474609375
explain,V415,2a,(d) Other Passivizable,The problem was explained by Bob.,Bob explained the problem.,-19.883811950683594,-31.192333221435547,11.308521270751953
exterminate,V122,2b,(a) Agent-Patient,The spider was exterminated by Bob.,Bob exterminated the spider.,-30.098617553710938,-40.009613037109375,9.910995483398438
fascinate,V321,2a,(b) Theme-Experiencer,Wendy was fascinated by Bob.,Bob fascinated Wendy.,-31.5391845703125,-34.36092758178711,2.8217430114746094
fear,V389,2a,(c) Experiencer-Theme,Wendy was feared by Bob.,Bob feared Wendy.,-32.74747848510742,-39.51206588745117,6.76458740234375
