Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
"take (i.e., carry on for a certiain length of time)",V444,1b,(e) Non-Passivizable,An afternoon was taken by the lesson,The lesson took an afternoon,-27.91489028930664,-34.10976791381836,6.194877624511719
last,V443,1a,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-22.745040893554688,-35.07524108886719,12.3302001953125
last,V443,1b,(e) Non-Passivizable,An hour was lasted by the film,The film lasted an hour,-22.745040893554688,-35.07524108886719,12.3302001953125
"take (i.e., carry on for a certiain length of time)",V444,2a,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-23.253812789916992,-31.014789581298828,7.760976791381836
"take (i.e., carry on for a certiain length of time)",V444,2b,(e) Non-Passivizable,An hour was taken by the meal,The meal took an hour,-23.253812789916992,-31.014789581298828,7.760976791381836
spew,V470,2a,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-25.279056549072266,-31.89838981628418,6.619333267211914
spew,V470,2b,(e) Non-Passivizable,Ash was spewed by the volcano,The volcano spewed ash,-25.279056549072266,-31.89838981628418,6.619333267211914
gush,V465,1a,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-34.47966766357422,-34.73757553100586,0.2579078674316406
gush,V465,1b,(e) Non-Passivizable,Blood was gushed by the wound,The wound gushed blood,-34.47966766357422,-34.73757553100586,0.2579078674316406
stream,V474,1a,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-36.75150680541992,-31.614227294921875,-5.137279510498047
stream,V474,1b,(e) Non-Passivizable,Blood was streamed by the cut,The cut streamed blood,-36.75150680541992,-31.614227294921875,-5.137279510498047
sweat,V475,2a,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-36.67860794067383,-42.59965896606445,5.921051025390625
sweat,V475,2b,(e) Non-Passivizable,Blood was sweated by the workman,The workman sweated blood,-36.67860794067383,-42.59965896606445,5.921051025390625
abandon,V286,2b,(a) Agent-Patient,Wendy was abandonned by Bob,Bob abandonned Wendy,-47.37776184082031,-50.00699996948242,2.6292381286621094
accept,V401,2b,(d) Other Passivizable,The present was accepted by Bob,Bob accepted the present,-25.758731842041016,-36.0230827331543,10.264350891113281
accompany,V296,2b,(a) Agent-Patient,Wendy was accompanied by Bob,Bob accompanied Wendy,-30.043153762817383,-32.942665100097656,2.8995113372802734
admire,V346,2b,(c) Experiencer-Theme,Wendy was admired by Bob,Bob admired Wendy,-36.05839920043945,-36.7624397277832,0.70404052734375
adore,V347,2a,(c) Experiencer-Theme,Wendy was adored by Bob,Bob adored Wendy,-36.56757736206055,-36.40998077392578,-0.15759658813476562
advise,V268,2b,(a) Agent-Patient,Wendy was advised by Bob,Bob advised Wendy,-29.261951446533203,-34.19068145751953,4.928730010986328
aggravate,V302,2a,(b) Theme-Experiencer,Wendy was aggravated by Bob,Bob aggravated Wendy,-36.61412811279297,-39.495296478271484,2.8811683654785156
agree with,V247,2a,(a) Agent-Patient,Wendy was agreed with by Bob,Bob agreed with Wendy,-30.751935958862305,-42.507240295410156,11.755304336547852
alter,V080,2b,(a) Agent-Patient,The plan was altered by Bob,Bob altered the plan,-25.821487426757812,-27.893091201782227,2.071603775024414
amaze,V303,2b,(b) Theme-Experiencer,Wendy was amazed by Bob,Bob amazed Wendy,-33.77261734008789,-38.03619384765625,4.263576507568359
amuse,V304,2a,(b) Theme-Experiencer,Wendy was amused by Bob,Bob amused Wendy,-34.99590301513672,-37.08084487915039,2.084941864013672
anger,V305,2b,(b) Theme-Experiencer,Wendy was angered by Bob,Bob angered Wendy,-34.20941162109375,-37.209903717041016,3.0004920959472656
announce,V103,2a,(a) Agent-Patient,The date was announced by Bob,Bob announced the date,-23.912574768066406,-26.750614166259766,2.8380393981933594
annoy,V306,2a,(b) Theme-Experiencer,Wendy was annoyed by Bob,Bob annoyed Wendy,-37.277626037597656,-36.665794372558594,-0.6118316650390625
appluad,V220,2a,(a) Agent-Patient,Wendy was appluaded by Bob,Bob appluaded Wendy,-43.6397819519043,-50.59361267089844,6.953830718994141
appreciate,V370,2b,(c) Experiencer-Theme,Wendy was appreciated by Bob,Bob appreciated Wendy,-37.2011604309082,-35.858699798583984,-1.3424606323242188
argue with,V248,2b,(a) Agent-Patient,Wendy was argued with by Bob,Bob argued with Wendy,-36.3288688659668,-46.39219284057617,10.063323974609375
arrange,V001,2b,(a) Agent-Patient,The display was arranged by Bob,Bob arranged the display,-30.246644973754883,-32.137428283691406,1.8907833099365234
ask,V088,2b,(a) Agent-Patient,The question was asked by Bob,Bob asked the question,-20.909311294555664,-23.27549934387207,2.3661880493164062
assassinate,V228,2a,(a) Agent-Patient,Wendy was assassinated by Bob,Bob assassinated Wendy,-35.85593032836914,-37.366554260253906,1.5106239318847656
assert,V412,2b,(d) Other Passivizable,The argument was asserted by Bob,Bob asserted the argument,-32.05672836303711,-33.675514221191406,1.6187858581542969
astonish,V307,2b,(b) Theme-Experiencer,Wendy was astonished by Bob,Bob astonished Wendy,-37.41063690185547,-38.83524703979492,1.4246101379394531
eat,V156,2b,(a) Agent-Patient,Wendy was eaten by Bob,Bob ate Wendy,-30.254987716674805,-35.37089157104492,5.115903854370117
avoid,V223,2b,(a) Agent-Patient,Wendy was avoided by Bob,Bob avoided Wendy,-33.97040939331055,-35.55097961425781,1.5805702209472656
bake,V137,2b,(a) Agent-Patient,The bread was baked by Bob,Bob baked the bread,-24.67380142211914,-38.27077865600586,13.596977233886719
banish,V229,2a,(a) Agent-Patient,Wendy was banished by Bob,Bob banished Wendy,-38.39957809448242,-38.887081146240234,0.4875030517578125
bark,V093,2a,(a) Agent-Patient,The reply was barked by Bob,Bob barked the reply,-34.24607849121094,-43.2989501953125,9.052871704101562
beat,V077,2a,(a) Agent-Patient,The batter was beaten by Bob,Bob beat the batter,-28.440427780151367,-39.137428283691406,10.697000503540039
begin,V147,2a,(a) Agent-Patient,The story was begun by Bob,Bob began the story,-23.894163131713867,-28.488222122192383,4.594058990478516
believe,V371,2b,(c) Experiencer-Theme,Wendy was believed by Bob,Bob believed Wendy,-28.602596282958984,-34.55290222167969,5.950305938720703
bend,V135,2a,(a) Agent-Patient,The branch was bent by Bob,Bob bent the branch,-27.15811538696289,-41.646636962890625,14.488521575927734
bite,V198,2b,(a) Agent-Patient,Wendy was bitten by Bob,Bob bit Wendy,-25.897024154663086,-38.8780403137207,12.981016159057617
block,V043,2a,(a) Agent-Patient,The pipe was blocked by Bob,Bob blocked the pipe,-22.742368698120117,-32.4044189453125,9.662050247192383
boil,V138,2a,(a) Agent-Patient,The water was boiled by Bob,Bob boiled the water,-22.797550201416016,-35.30884552001953,12.511295318603516
borrow,V035,2b,(a) Agent-Patient,The game was borrowed by Bob,Bob borrowed the game,-29.921791076660156,-31.4293270111084,1.5075359344482422
bother,V308,2b,(b) Theme-Experiencer,Wendy was bothered by Bob,Bob bothered Wendy,-31.67771339416504,-37.082706451416016,5.404993057250977
buy,V033,2b,(a) Agent-Patient,The book was bought by Bob,Bob bought the book,-20.87063217163086,-24.209075927734375,3.3384437561035156
bounce,V028,2b,(a) Agent-Patient,The football was bounced by Bob,Bob bounced the football,-31.789871215820312,-42.661705017089844,10.871833801269531
break,V125,2b,(a) Agent-Patient,The plate was broken by Bob,Bob broke the plate,-24.226409912109375,-33.95920181274414,9.732791900634766
bring,V029,2a,(a) Agent-Patient,The food was brought by Bob,Bob brought the food,-22.292404174804688,-34.73481750488281,12.442413330078125
build,V068,2a,(a) Agent-Patient,The castle was built by Bob,Bob built the castle,-25.134296417236328,-28.669546127319336,3.535249710083008
burn,V143,2b,(a) Agent-Patient,The toast was burnt by Bob,Bob burnt the toast,-29.86460304260254,-39.944793701171875,10.080190658569336
butter,V015,2a,(a) Agent-Patient,The toast was buttered by Bob,Bob buttered the toast,-34.03398513793945,-47.60374450683594,13.569759368896484
button,V049,2a,(a) Agent-Patient,The coat was buttoned by Bob,Bob buttoned the coat,-30.128597259521484,-45.56454086303711,15.435943603515625
call,V262,2b,(a) Agent-Patient,Wendy was called by Bob,Bob called Wendy,-28.058616638183594,-31.190649032592773,3.1320323944091797
calm,V309,2a,(b) Theme-Experiencer,Wendy was calmed by Bob,Bob calmed Wendy,-39.89822769165039,-44.041648864746094,4.143421173095703
capture,V154,2a,(a) Agent-Patient,Wendy was captured by Bob,Bob captured Wendy,-30.573101043701172,-32.600807189941406,2.0277061462402344
carry,V179,2a,(a) Agent-Patient,Wendy was carried by Bob,Bob carried Wendy,-31.86335563659668,-33.04414367675781,1.1807880401611328
carve,V045,2a,(a) Agent-Patient,The wood was carved by Bob,Bob carved the wood,-24.782562255859375,-34.7593994140625,9.976837158203125
catch,V184,2a,(a) Agent-Patient,Wendy was caught by Bob,Bob caught Wendy,-28.006940841674805,-30.69925308227539,2.692312240600586
chant,V081,2a,(a) Agent-Patient,The prayer was chanted by Bob,Bob chanted the prayer,-29.613677978515625,-36.869728088378906,7.256050109863281
chase,V289,2a,(a) Agent-Patient,Wendy was chased by Bob,Bob chased Wendy,-32.22035217285156,-34.745094299316406,2.5247421264648438
chat to,V265,2b,(a) Agent-Patient,Wendy was chatted to by Bob,Bob chatted to Wendy,-36.89630889892578,-47.63227844238281,10.735969543457031
cheer up,V310,2b,(b) Theme-Experiencer,Wendy was cheered up by Bob,Bob cheered up Wendy,-41.12171173095703,-43.566314697265625,2.4446029663085938
chew,V109,2a,(a) Agent-Patient,The gum was chewed by Bob,Bob chewed the gum,-33.249366760253906,-40.032997131347656,6.78363037109375
chip,V126,2a,(a) Agent-Patient,The bowl was chipped by Bob,Bob chipped the bowl,-34.31147003173828,-42.751258850097656,8.439788818359375
chop,V046,2b,(a) Agent-Patient,The onion was chopped by Bob,Bob chopped the onion,-30.816240310668945,-40.501983642578125,9.68574333190918
choose,V185,2b,(a) Agent-Patient,Wendy was chosen by Bob,Bob chose Wendy,-27.303516387939453,-32.91850280761719,5.614986419677734
claw,V199,2a,(a) Agent-Patient,Wendy was clawed by Bob,Bob clawed Wendy,-38.7712287902832,-42.99041748046875,4.219188690185547
clean,V173,2a,(a) Agent-Patient,Wendy was cleaned by Bob,Bob cleaned Wendy,-35.8580322265625,-38.98822021484375,3.13018798828125
clear,V020,2b,(a) Agent-Patient,The room was cleared by Bob,Bob cleared the room,-23.074798583984375,-33.38438415527344,10.309585571289062
coil,V011,2b,(a) Agent-Patient,The leash was coiled by Bob,Bob coiled the leash,-35.11474609375,-45.26785659790039,10.15311050415039
comfort,V311,2b,(b) Theme-Experiencer,Wendy was comforted by Bob,Bob comforted Wendy,-35.257938385009766,-38.26789093017578,3.0099525451660156
commence,V148,2b,(a) Agent-Patient,The argument was commenced by Bob,Bob commenced the argument,-32.49494552612305,-36.242431640625,3.747486114501953
complete,V153,2b,(a) Agent-Patient,The race was completed by Bob,Bob completed the race,-23.67974853515625,-29.581043243408203,5.901294708251953
compliment,V233,2b,(a) Agent-Patient,Wendy was complimented by Bob,Bob complimented Wendy,-39.7837028503418,-40.584068298339844,0.8003654479980469
compose,V073,2a,(a) Agent-Patient,The song was composed by Bob,Bob composed the song,-27.128873825073242,-23.141443252563477,-3.9874305725097656
confirm,V413,2a,(d) Other Passivizable,The allegation was confirmed by Bob,Bob confirmed the allegation,-23.3315372467041,-29.57276153564453,6.24122428894043
congratulate,V234,2a,(a) Agent-Patient,Wendy was congratulated by Bob,Bob congratulated Wendy,-37.12434768676758,-40.18091583251953,3.056568145751953
consume,V118,2a,(a) Agent-Patient,The snack was consumed by Bob,Bob consumed the snack,-26.797657012939453,-35.47099304199219,8.673336029052734
continue,V149,2a,(a) Agent-Patient,The conversation was continued by Bob,Bob continued the conversation,-25.94154930114746,-29.36590003967285,3.4243507385253906
converse with,V266,2a,(a) Agent-Patient,Wendy was conversed with by Bob,Bob conversed with Wendy,-45.45505905151367,-54.45914840698242,9.00408935546875
cook,V139,2b,(a) Agent-Patient,The pizza was cooked by Bob,Bob cooked the pizza,-29.433202743530273,-36.1318473815918,6.698644638061523
cooperate with,V249,2a,(a) Agent-Patient,Wendy was cooperated with by Bob,Bob cooperated with Wendy,-36.426414489746094,-48.25799560546875,11.831581115722656
copy,V212,2b,(a) Agent-Patient,Wendy was copied by Bob,Bob copied Wendy,-33.72193908691406,-35.52961730957031,1.80767822265625
court,V253,2a,(a) Agent-Patient,Wendy was courted by Bob,Bob courted Wendy,-38.70230484008789,-37.44697189331055,-1.2553329467773438
cover,V168,2a,(a) Agent-Patient,Wendy was covered by Bob,Bob covered Wendy,-30.903579711914062,-34.275360107421875,3.3717803955078125
crack,V127,2b,(a) Agent-Patient,The mirror was cracked by Bob,Bob cracked the mirror,-28.41285514831543,-36.08460998535156,7.671754837036133
crease,V134,2b,(a) Agent-Patient,The T-shirt was creased by Bob,Bob creased the T-shirt,-45.57171630859375,-50.099822998046875,4.528106689453125
create,V410,2b,(d) Other Passivizable,The theory was created by Bob,Bob created the theory,-25.838226318359375,-27.031064987182617,1.1928386688232422
criticize,V241,2b,(a) Agent-Patient,Wendy was criticized by Bob,Bob criticized Wendy,-33.76669692993164,-34.83990478515625,1.0732078552246094
crush,V157,2a,(a) Agent-Patient,Wendy was crushed by Bob,Bob crushed Wendy,-35.300132751464844,-35.31334686279297,0.013214111328125
cuddle,V254,2b,(a) Agent-Patient,Wendy was cuddled by Bob,Bob cuddled Wendy,-43.4515266418457,-46.74236297607422,3.2908363342285156
cut,V210,2b,(a) Agent-Patient,Wendy was cut by Bob,Bob cut Wendy,-32.59200668334961,-34.330726623535156,1.7387199401855469
dangle,V004,2a,(a) Agent-Patient,The string was dangled by Bob,Bob dangled the string,-32.85448455810547,-44.622474670410156,11.767990112304688
date,V255,2a,(a) Agent-Patient,Wendy was dated by Bob,Bob dated Wendy,-31.49677276611328,-38.58543014526367,7.088657379150391
dazzle,V312,2a,(b) Theme-Experiencer,Wendy was dazzled by Bob,Bob dazzled Wendy,-38.30414581298828,-41.2947883605957,2.990642547607422
decorate,V067,2b,(a) Agent-Patient,The hall was decorated by Bob,Bob decorated the hall,-24.085601806640625,-34.71147155761719,10.625869750976562
delete,V019,2a,(a) Agent-Patient,The file was deleted by Bob,Bob deleted the file,-23.642742156982422,-31.229454040527344,7.586711883544922
demolish,V120,2b,(a) Agent-Patient,The stadium was demolished by Bob,Bob demolished the stadium,-30.606019973754883,-34.33089828491211,3.7248783111572266
demonstrate,V414,2b,(d) Other Passivizable,The reasoning was demonstrated by Bob,Bob demonstrated the reasoning,-30.97675132751465,-35.48760986328125,4.510858535766602
depress,V313,2b,(b) Theme-Experiencer,Wendy was depressed by Bob,Bob depressed Wendy,-34.377899169921875,-40.096343994140625,5.71844482421875
desert,V287,2a,(a) Agent-Patient,Wendy was deserted by Bob,Bob deserted Wendy,-34.39236068725586,-38.53848648071289,4.146125793457031
design,V074,2b,(a) Agent-Patient,The cover was designed by Bob,Bob designed the cover,-23.41112518310547,-31.06930923461914,7.658184051513672
despise,V383,2b,(c) Experiencer-Theme,Wendy was despised by Bob,Bob despised Wendy,-36.247337341308594,-35.550865173339844,-0.69647216796875
destroy,V121,2a,(a) Agent-Patient,The city was destroyed by Bob,Bob destroyed the city,-21.017738342285156,-26.610963821411133,5.593225479125977
detect,V394,2a,(c) Experiencer-Theme,The sound was detected by Bob,Bob detected the sound,-24.372360229492188,-33.79469299316406,9.422332763671875
detest,V384,2a,(c) Experiencer-Theme,Wendy was detested by Bob,Bob detested Wendy,-38.93456268310547,-43.05194854736328,4.1173858642578125
devour,V119,2b,(a) Agent-Patient,The starter was devoured by Bob,Bob devoured the starter,-31.333507537841797,-41.19404602050781,9.860538482666016
direct,V082,2b,(a) Agent-Patient,The video was directed by Bob,Bob directed the video,-28.639863967895508,-27.934839248657227,-0.7050247192382812
disagree with,V250,2b,(a) Agent-Patient,Wendy was disagreed with by Bob,Bob disagreed with Wendy,-34.6644401550293,-43.8262825012207,9.161842346191406
discover,V354,2b,(c) Experiencer-Theme,Wendy was discovered by Bob,Bob discovered Wendy,-31.508060455322266,-33.73002624511719,2.221965789794922
disgust,V314,2b,(b) Theme-Experiencer,Wendy was disgusted by Bob,Bob disgusted Wendy,-35.85306930541992,-36.60664749145508,0.7535781860351562
dislike,V385,2b,(c) Experiencer-Theme,Wendy was disliked by Bob,Bob disliked Wendy,-37.12333297729492,-37.459251403808594,0.3359184265136719
dispatch,V275,2b,(a) Agent-Patient,Wendy was dispatched by Bob,Bob dispatched Wendy,-33.216835021972656,-35.75315475463867,2.5363197326660156
distract,V315,2a,(b) Theme-Experiencer,Wendy was distracted by Bob,Bob distracted Wendy,-33.439422607421875,-36.38319396972656,2.9437713623046875
distrust,V386,2a,(c) Experiencer-Theme,Wendy was distrusted by Bob,Bob distrusted Wendy,-41.020137786865234,-43.7934684753418,2.7733306884765625
disturb,V316,2b,(b) Theme-Experiencer,Wendy was disturbed by Bob,Bob disturbed Wendy,-31.44991683959961,-37.342613220214844,5.892696380615234
divide,V056,2b,(a) Agent-Patient,The pudding was divided by Bob,Bob divided the pudding,-30.468364715576172,-40.451210021972656,9.982845306396484
divorce,V232,2a,(a) Agent-Patient,Wendy was divorced by Bob,Bob divorced Wendy,-38.26332473754883,-37.82509231567383,-0.438232421875
dodge,V224,2a,(a) Agent-Patient,Wendy was dodged by Bob,Bob dodged Wendy,-37.583213806152344,-44.36279296875,6.779579162597656
drag,V180,2b,(a) Agent-Patient,Wendy was dragged by Bob,Bob dragged Wendy,-31.464529037475586,-36.547813415527344,5.083284378051758
drink,V108,2a,(a) Agent-Patient,The tea was drunk by Bob,Bob drank the tea,-24.73173713684082,-37.18943786621094,12.457700729370117
dread,V387,2b,(c) Experiencer-Theme,Wendy was dreaded by Bob,Bob dreaded Wendy,-33.10346221923828,-37.79508590698242,4.691623687744141
dress,V273,2a,(a) Agent-Patient,Wendy was dressed by Bob,Bob dressed Wendy,-35.475372314453125,-36.4769172668457,1.0015449523925781
draw,V063,2b,(a) Agent-Patient,The cat was drawn by Bob,Bob drew the cat,-22.762840270996094,-33.72657012939453,10.963729858398438
drop,V158,2a,(a) Agent-Patient,Wendy was dropped by Bob,Bob dropped Wendy,-32.606746673583984,-33.167598724365234,0.56085205078125
drive,V030,2b,(a) Agent-Patient,The car was driven by Bob,Bob drove the car,-18.141530990600586,-22.696544647216797,4.555013656616211
drown,V281,2b,(a) Agent-Patient,Wendy was drowned by Bob,Bob drowned Wendy,-35.38592529296875,-38.02400588989258,2.638080596923828
dump,V005,2b,(a) Agent-Patient,The waste was dumped by Bob,Bob dumped the waste,-28.33281135559082,-33.178558349609375,4.845746994018555
earn,V034,2a,(a) Agent-Patient,The bonus was earned by Bob,Bob earned the bonus,-27.436038970947266,-33.948448181152344,6.512409210205078
eliminate,V276,2a,(a) Agent-Patient,Wendy was eliminated by Bob,Bob eliminated Wendy,-33.99433135986328,-34.84765625,0.8533248901367188
elude,V225,2b,(a) Agent-Patient,Wendy was eluded by Bob,Bob eluded Wendy,-34.28675842285156,-39.56198501586914,5.275226593017578
embarass,V317,2a,(b) Theme-Experiencer,Wendy was embarassed by Bob,Bob embarassed Wendy,-44.1879768371582,-48.097713470458984,3.9097366333007812
embrace,V256,2a,(a) Agent-Patient,Wendy was embraced by Bob,Bob embraced Wendy,-32.38585662841797,-34.458251953125,2.0723953247070312
empty,V021,2a,(a) Agent-Patient,The glass was emptied by Bob,Bob emptied the glass,-27.23780059814453,-38.705352783203125,11.467552185058594
encourage,V318,2b,(b) Theme-Experiencer,Wendy was encouraged by Bob,Bob encouraged Wendy,-30.703792572021484,-34.95302963256836,4.249237060546875
end,V150,2b,(a) Agent-Patient,The discussion was ended by Bob,Bob ended the discussion,-25.308795928955078,-30.587535858154297,5.278739929199219
enrage,V319,2a,(b) Theme-Experiencer,Wendy was enraged by Bob,Bob enraged Wendy,-34.11214828491211,-37.821529388427734,3.709381103515625
entertain,V320,2b,(b) Theme-Experiencer,Wendy was entertained by Bob,Bob entertained Wendy,-33.118804931640625,-36.11369705200195,2.994892120361328
envy,V388,2b,(c) Experiencer-Theme,Wendy was envied by Bob,Bob envied Wendy,-41.28144836425781,-41.988895416259766,0.7074470520019531
escort,V297,2a,(a) Agent-Patient,Wendy was escorted by Bob,Bob escorted Wendy,-35.657676696777344,-36.188507080078125,0.5308303833007812
examine,V355,2a,(c) Experiencer-Theme,Wendy was examined by Bob,Bob examined Wendy,-34.21074676513672,-38.22990036010742,4.019153594970703
excuse,V235,2b,(a) Agent-Patient,Wendy was excused by Bob,Bob excused Wendy,-39.701576232910156,-39.062599182128906,-0.63897705078125
execute,V277,2b,(a) Agent-Patient,Wendy was executed by Bob,Bob executed Wendy,-34.466217041015625,-35.195064544677734,0.7288475036621094
expel,V172,2b,(a) Agent-Patient,Wendy was expelled by Bob,Bob expelled Wendy,-39.22089385986328,-38.52881622314453,-0.69207763671875
explain,V415,2a,(d) Other Passivizable,The problem was explained by Bob,Bob explained the problem,-22.244070053100586,-28.389375686645508,6.145305633544922
exterminate,V122,2b,(a) Agent-Patient,The spider was exterminated by Bob,Bob exterminated the spider,-34.86623001098633,-44.72193908691406,9.855709075927734
fascinate,V321,2a,(b) Theme-Experiencer,Wendy was fascinated by Bob,Bob fascinated Wendy,-33.170066833496094,-37.282554626464844,4.11248779296875
fear,V389,2a,(c) Experiencer-Theme,Wendy was feared by Bob,Bob feared Wendy,-35.03461456298828,-37.143043518066406,2.108428955078125
feed,V271,2a,(a) Agent-Patient,Wendy was fed by Bob,Bob fed Wendy,-31.05998992919922,-36.52223587036133,5.462245941162109
feel,V396,2a,(c) Experiencer-Theme,The heat was felt by Bob,Bob felt the heat,-17.951862335205078,-32.19887924194336,14.247016906738281
fill,V013,2a,(a) Agent-Patient,The sink was filled by Bob,Bob filled the sink,-22.85299301147461,-36.79093933105469,13.937946319580078
film,V213,2a,(a) Agent-Patient,Wendy was filmed by Bob,Bob filmed Wendy,-34.18816375732422,-33.353633880615234,-0.8345298767089844
finish,V151,2a,(a) Agent-Patient,The hamburger was finished by Bob,Bob finished the hamburger,-29.75147247314453,-41.71744918823242,11.96597671508789
