frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-31.92053985595703,-36.96355056762695,5.043010711669922
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-30.758136749267578,-30.74107551574707,-0.017061233520507812
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-29.46683120727539,-34.49407958984375,5.027248382568359
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-25.674474716186523,-34.22759246826172,8.553117752075195
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-26.838848114013672,-36.25920486450195,9.420356750488281
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-33.02046203613281,-35.040042877197266,2.019580841064453
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-29.96121597290039,-31.433452606201172,1.4722366333007812
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-35.716766357421875,-46.420372009277344,10.703605651855469
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-31.04416275024414,-42.28641128540039,11.24224853515625
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-28.84119987487793,-39.5302619934082,10.689062118530273
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-32.63294219970703,-43.73646926879883,11.103527069091797
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-34.86368942260742,-38.21746826171875,3.353778839111328
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-42.40903854370117,-46.162105560302734,3.7530670166015625
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-29.894672393798828,-30.717784881591797,0.8231124877929688
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-32.108943939208984,-31.711484909057617,-0.3974590301513672
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-32.618228912353516,-33.333621978759766,0.71539306640625
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-40.83858108520508,-35.09466552734375,-5.743915557861328
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-33.41485595703125,-26.825286865234375,-6.589569091796875
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-37.0052375793457,-33.99079513549805,-3.0144424438476562
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-48.149505615234375,-50.47629928588867,2.326793670654297
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-26.633106231689453,-42.02634048461914,15.393234252929688
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-36.08866882324219,-40.93801498413086,4.849346160888672
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-32.67799377441406,-38.60210037231445,5.924106597900391
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-30.055801391601562,-47.18410110473633,17.128299713134766
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-39.65119934082031,-46.157039642333984,6.505840301513672
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-29.489822387695312,-36.266841888427734,6.777019500732422
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-35.77434539794922,-40.158775329589844,4.384429931640625
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-36.53811264038086,-38.25664520263672,1.7185325622558594
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-40.34968948364258,-44.53949737548828,4.189807891845703
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-33.55575942993164,-39.01369094848633,5.4579315185546875
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-35.90449142456055,-43.77608108520508,7.871589660644531
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-33.08863067626953,-36.35940170288086,3.270771026611328
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-38.402442932128906,-49.89099884033203,11.488555908203125
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-38.735198974609375,-48.995052337646484,10.25985336303711
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-43.10997772216797,-42.458404541015625,-0.6515731811523438
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-47.488059997558594,-38.6008186340332,-8.88724136352539
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-40.40634536743164,-38.57805633544922,-1.8282890319824219
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-42.704524993896484,-41.540767669677734,-1.16375732421875
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-36.47447967529297,-44.737762451171875,8.263282775878906
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-31.014144897460938,-35.54975891113281,4.535614013671875
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-33.51775360107422,-35.961753845214844,2.444000244140625
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-34.362037658691406,-42.78187561035156,8.419837951660156
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-31.43071174621582,-39.066650390625,7.63593864440918
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-28.25358772277832,-29.855304718017578,1.6017169952392578
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-29.677448272705078,-36.34062194824219,6.663173675537109
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-37.04694366455078,-37.24806594848633,0.20112228393554688
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-19.87604522705078,-43.1319694519043,23.255924224853516
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-20.134607315063477,-35.21207046508789,15.077463150024414
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-28.601137161254883,-42.606109619140625,14.004972457885742
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-24.278833389282227,-43.751060485839844,19.472227096557617
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-24.518978118896484,-31.94617462158203,7.427196502685547
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-29.66326904296875,-48.544586181640625,18.881317138671875
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-26.51384925842285,-52.786521911621094,26.272672653198242
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-27.58706283569336,-46.77042770385742,19.183364868164062
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-30.968936920166016,-30.363117218017578,-0.6058197021484375
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-30.095706939697266,-36.068199157714844,5.972492218017578
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-32.421424865722656,-34.11460876464844,1.6931838989257812
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-32.106719970703125,-31.214197158813477,-0.8925228118896484
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-28.44896697998047,-31.55670928955078,3.1077423095703125
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-34.17518615722656,-34.88706970214844,0.711883544921875
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-33.237754821777344,-40.44772720336914,7.209972381591797
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-29.373661041259766,-32.7086296081543,3.3349685668945312
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-30.177757263183594,-29.587257385253906,-0.5904998779296875
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-25.25295639038086,-37.736080169677734,12.483123779296875
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-30.493507385253906,-33.35586166381836,2.862354278564453
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-28.234519958496094,-35.64638137817383,7.411861419677734
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-35.362632751464844,-36.893104553222656,1.5304718017578125
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-32.75078582763672,-33.84795379638672,1.09716796875
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-29.884849548339844,-31.50164031982422,1.616790771484375
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-27.43183135986328,-31.116539001464844,3.6847076416015625
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-32.95338821411133,-43.8088264465332,10.855438232421875
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-28.46030044555664,-40.35527420043945,11.894973754882812
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-31.340526580810547,-31.874135971069336,0.5336093902587891
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-29.56097412109375,-32.83945083618164,3.2784767150878906
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-28.42005157470703,-29.155107498168945,0.7350559234619141
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-30.159103393554688,-42.86543273925781,12.706329345703125
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-26.945758819580078,-41.74809646606445,14.802337646484375
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-29.783700942993164,-36.27484893798828,6.491147994995117
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-32.51417922973633,-42.49836730957031,9.984188079833984
