frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-24.560306549072266,-41.487144470214844,16.926837921142578
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-28.606386184692383,-40.271602630615234,11.665216445922852
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-23.233699798583984,-53.62405014038086,30.390350341796875
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-26.947568893432617,-43.937294006347656,16.98972511291504
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-30.569974899291992,-47.68638229370117,17.11640739440918
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-31.00583267211914,-34.514793395996094,3.508960723876953
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-25.36362075805664,-39.679969787597656,14.316349029541016
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-25.321250915527344,-29.92254066467285,4.601289749145508
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-28.873212814331055,-34.43975067138672,5.566537857055664
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-36.54866027832031,-35.38216018676758,-1.1665000915527344
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-32.28628158569336,-36.991207122802734,4.704925537109375
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-32.24622344970703,-34.09001159667969,1.8437881469726562
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-31.84254264831543,-38.7406005859375,6.89805793762207
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-30.103233337402344,-31.080476760864258,0.9772434234619141
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-36.12720489501953,-33.85010528564453,-2.277099609375
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-32.46656036376953,-30.015636444091797,-2.4509239196777344
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-25.045997619628906,-31.853124618530273,6.807126998901367
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-25.795469284057617,-29.911911010742188,4.11644172668457
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-27.137556076049805,-40.549922943115234,13.41236686706543
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-25.576831817626953,-38.65827941894531,13.08144760131836
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-27.26766586303711,-32.498931884765625,5.231266021728516
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-32.653564453125,-38.03498840332031,5.3814239501953125
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-29.366775512695312,-32.80738830566406,3.44061279296875
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-27.589977264404297,-40.312278747558594,12.722301483154297
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-25.88734245300293,-35.940879821777344,10.053537368774414
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-25.01510238647461,-35.53382873535156,10.518726348876953
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-34.019779205322266,-37.578121185302734,3.5583419799804688
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-30.284263610839844,-31.280200958251953,0.9959373474121094
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-35.88633346557617,-42.31840515136719,6.432071685791016
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-29.341217041015625,-42.773372650146484,13.43215560913086
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-29.3486385345459,-35.98906326293945,6.640424728393555
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-30.0571231842041,-39.95320510864258,9.896081924438477
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-39.288795471191406,-36.76026153564453,-2.528533935546875
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-46.30668258666992,-44.35315704345703,-1.9535255432128906
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-26.681808471679688,-29.74953269958496,3.0677242279052734
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-27.16004180908203,-33.83504867553711,6.675006866455078
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-29.315322875976562,-31.224998474121094,1.9096755981445312
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-38.96192932128906,-32.90412902832031,-6.05780029296875
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-31.89943504333496,-28.20956802368164,-3.6898670196533203
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-37.09307098388672,-30.864952087402344,-6.228118896484375
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-43.9691047668457,-51.27544403076172,7.306339263916016
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-26.04783058166504,-42.3575553894043,16.309724807739258
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-36.71842956542969,-38.85224914550781,2.133819580078125
8,B,2,The tickets earned a lot of money.,A lot of money was earned by the tickets.,earned,Price,initiative,money,1,-32.82057189941406,-35.195037841796875,2.3744659423828125
9,B,1,Your book cost thirty dollars.,Thirty dollars was cost by your book.,cost,Price,book,dollars,0,-31.766128540039062,-48.478240966796875,16.712112426757812
9,B,2,Your book fetched thirty dollars.,Thirty dollars was fetched by your book.,fetched,Price,book,dollars,1,-41.3631706237793,-46.83076858520508,5.467597961425781
10,B,1,His actions earned the medal.,The medal was earned by his actions.,earned,Price,actions,medal,1,-30.72332000732422,-38.39105224609375,7.667732238769531
11,B,2,My friend discharged confidence.,Confidence was discharged by my friend.,discharged,Ooze,friend,confidence,1,-31.33586883544922,-35.99256896972656,4.656700134277344
11,B,1,My friend emitted confidence.,Confidence was emitted by my friend.,emitted,Ooze,friend,confidence,1,-34.77497100830078,-33.61442947387695,-1.1605415344238281
12,B,2,The lightbulb emanated some light.,Some light was emanated by the lightbulb.,emanated,Ooze,lightbulb,light,0,-35.596797943115234,-41.96111297607422,6.364315032958984
12,B,1,The lightbulb radiated some light.,Some light was radiated by the lightbulb.,radiated,Ooze,lightbulb,light,0,-39.06696701049805,-38.65818786621094,-0.4087791442871094
13,B,2,That machine discharged a sound.,A sound was discharged by that machine.,discharged,Ooze,machine,sound,1,-40.804603576660156,-42.656944274902344,1.8523406982421875
13,B,1,That machine emitted a sound.,A sound was emitted by that machine.,emitted,Ooze,machine,sound,1,-33.340179443359375,-33.420249938964844,0.08007049560546875
14,B,2,The teacher emanated wisdom.,Wisdom was emanated by the teacher.,emanated,Ooze,teacher,wisdom,0,-33.01537322998047,-43.89544677734375,10.880073547363281
14,B,1,The teacher radiated wisdom.,Wisdom was radiated by the teacher.,radiated,Ooze,teacher,wisdom,0,-34.780399322509766,-43.92888641357422,9.148487091064453
15,B,2,The trash discharged an odor.,An odor was discharged by the trash.,discharged,Ooze,trash,odor,1,-40.64352035522461,-43.608543395996094,2.9650230407714844
15,B,1,The trash radiated an odor.,An odor was radiated by the trash.,radiated,Ooze,trash,odor,0,-45.5579948425293,-40.65300750732422,-4.904987335205078
16,B,2,Your drawing matched her likeness.,Her likeness was matched by the drawing.,matched,Estimation,drawing,likeness,1,-41.79007339477539,-35.664005279541016,-6.126068115234375
16,B,1,Your drawing resembled her likeness.,Her likeness was resembled by the drawing.,resembled,Estimation,drawing,likeness,0,-42.63978958129883,-40.81001663208008,-1.82977294921875
17,B,2,Your friend approximated my brother.,My brother was approximated by your friend.,approximated,Estimation,friend,brother,1,-35.50181579589844,-44.23198699951172,8.730171203613281
17,B,1,Your friend mirrored my brother.,My brother was mirrored by your friend.,mirrored,Estimation,friend,brother,1,-29.923309326171875,-37.71110916137695,7.787799835205078
18,B,2,The character matched the author.,The author was matched by the character.,matched,Estimation,author,character,1,-33.54212951660156,-37.53469467163086,3.992565155029297
18,B,1,The character resembled the author.,The author was resembled by the character.,resembled,Estimation,author,character,0,-35.39656448364258,-41.103118896484375,5.706554412841797
19,B,2,Her son approximated her father.,Her father was approximated by her son.,approximated,Estimation,son,father,1,-33.232425689697266,-33.55729675292969,0.3248710632324219
19,B,1,Her son mirrored her father.,Her father was mirrored by her son.,mirrored,Estimation,son,father,1,-28.169795989990234,-29.504013061523438,1.3342170715332031
20,B,2,The copy matched the original.,The original was matched by the copy.,matched,Estimation,copy,original,1,-26.84246826171875,-38.303955078125,11.46148681640625
20,B,1,The copy mirrored the original.,The original was mirrored by the copy.,mirrored,Estimation,copy,original,1,-33.1422233581543,-40.419105529785156,7.276882171630859
21,B,2,The journey lasted three days.,Three days were lasted by the journey.,lasted,Duration,journey,days,0,-20.755170822143555,-41.881690979003906,21.12652015686035
21,B,1,The journey took three days.,Three days were taken by the journey.,took,Duration,journey,days,0,-19.38669204711914,-32.331233978271484,12.944541931152344
22,B,2,My meeting required two hours.,Two hours was required by my meeting.,required,Duration,meeting,hours,1,-29.35619354248047,-41.50006866455078,12.143875122070312
23,B,1,The interview lasted some time.,Some time was lasted by the interview.,lasted,Duration,interview,time,0,-22.860570907592773,-48.08635711669922,25.225786209106445
23,B,2,The interview took some time.,Some time was taken by the interview.,took,Duration,interview,time,0,-21.341548919677734,-36.98139572143555,15.639846801757812
24,B,1,Her speech required seventeen minutes.,Seventeen minutes was required by her speech.,required,Duration,speech,minutes,1,-29.619630813598633,-48.67346954345703,19.0538387298584
25,B,2,His trek lasted a month.,A month was lasted by his trek.,lasted,Duration,trek,month,0,-24.375778198242188,-54.48160934448242,30.105831146240234
25,B,1,His trek took a month.,A month was taken by his trek.,took,Duration,trek,month,0,-24.9818115234375,-44.885498046875,19.9036865234375
26,B,2,A boy hit my bag.,My bag was hit by a boy.,hit,Agent-patient,a boy,my bag,1,-31.756242752075195,-33.73310852050781,1.9768657684326172
26,B,1,A monkey hit the toy.,The toy was hit by a monkey.,hit,Agent-patient,a monkey,the toy,1,-33.11970901489258,-34.93202209472656,1.8123130798339844
27,B,2,A boy pushed the cup.,The cup was pushed by a boy.,pushed,Agent-patient,a boy,the cup,1,-32.349544525146484,-33.92009735107422,1.5705528259277344
27,B,1,A child pushed the bag.,The bag was pushed by a child.,pushed,Agent-patient,a child,the bag,1,-31.758621215820312,-31.974855422973633,0.2162342071533203
27,B,2,Your sister pushed your friend.,Your friend was pushed by your sister.,pushed,Agent-patient,your sister,your friend,1,-29.56238555908203,-29.8330078125,0.27062225341796875
28,B,1,My brother washed my plate.,My plate was washed by my brother.,washed,Agent-patient,my brother,my plate,1,-32.59697723388672,-33.9820556640625,1.3850784301757812
28,B,2,Your mother washed my toy.,My toy was washed by your mother.,washed,Agent-patient,your mother,my toy,1,-33.72369384765625,-41.46718978881836,7.743495941162109
29,B,1,A boy dropped the cup.,The cup was dropped by a boy.,dropped,Agent-patient,a boy,the cup,1,-28.61492156982422,-33.7845458984375,5.169624328613281
29,B,2,A child dropped the bag.,The bag was dropped by a child.,dropped,Agent-patient,a child,the bag,1,-31.613983154296875,-31.104833602905273,-0.5091495513916016
29,B,1,Your sister dropped a book.,A book was dropped by your sister.,dropped,Agent-patient,your sister,a book,1,-27.032711029052734,-37.053627014160156,10.020915985107422
30,B,2,My brother carried your friend.,Your friend was carried by my brother.,carried,Agent-patient,my brother,your friend,1,-33.1754150390625,-30.512924194335938,-2.6624908447265625
30,B,1,The dog carried the toy.,The toy was carried by the dog.,carried,Agent-patient,the dog,the toy,1,-27.54541778564453,-33.59937286376953,6.053955078125
30,B,2,The donkey carried the load.,The load was carried by the donkey.,carried,Agent-patient,the donkey,the load,1,-32.77782440185547,-38.32103729248047,5.543212890625
31,B,1,A boy saw my bag.,My bag was seen by a boy.,saw,Experiencer-theme,a boy,my bag,1,-30.62749671936035,-35.63053894042969,5.003042221069336
31,B,2,The child saw a monkey.,A monkey was seen by the child.,saw,Experiencer-theme,the child,a monkey,1,-29.87067413330078,-36.63886260986328,6.7681884765625
32,B,1,My brother heard your friend.,Your friend was heard by my brother.,heard,Experiencer-theme,my brother,your friend,1,-29.78859519958496,-31.68553924560547,1.8969440460205078
32,B,2,Your dog heard the toy.,The toy was heard by your dog.,heard,Experiencer-theme,your dog,the toy,1,-31.329448699951172,-41.776878356933594,10.447429656982422
32,B,1,Your sister heard a squeak.,A squeak was heard by your sister.,heard,Experiencer-theme,your sister,a squeak,1,-32.48261260986328,-45.829124450683594,13.346511840820312
33,B,2,A boy knew my mother.,My mother was known by a boy.,knew,Experiencer-theme,a boy,my mother,1,-27.90121841430664,-33.83118438720703,5.929965972900391
33,B,1,The mother knew the dog.,The dog was known by the mother.,knew,Experiencer-theme,the mother,the dog,1,-27.80256462097168,-33.86563491821289,6.063070297241211
34,B,2,My brother liked your friend.,Your friend was liked by my brother.,liked,Experiencer-theme,my brother,your friend,1,-29.68065071105957,-31.34439468383789,1.6637439727783203
34,B,1,Your dog liked the toy.,The toy was liked by your dog.,liked,Experiencer-theme,your dog,the toy,1,-28.55223846435547,-39.87338638305664,11.321147918701172
34,B,2,Your sister liked a book.,A book was liked by your sister.,liked,Experiencer-theme,your sister,a book,1,-26.13914680480957,-40.1025390625,13.96339225769043
35,B,1,A boy remembered the game.,The game was remembered by a boy.,remembered,Experiencer-theme,a boy,the game,1,-30.719745635986328,-37.78581619262695,7.066070556640625
35,B,2,The child remembered the rules.,The rules were remembered by the child.,remembered,Experiencer-theme,the child,the rules,1,-33.28175735473633,-40.85491180419922,7.573154449462891
